Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,Rentabilidad %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %,Duration (bars)
8,Salida en corto,2026-04-24 08:55,Scripted Exit All,0.0062925,1,78718.75,62.5,0.08,81.25,0.10,0,0.00,425,4.25,5
8,Entrada en corto,2026-04-24 08:30,Scripted Short,0.0062975,1,78718.75,62.5,0.08,81.25,0.10,0,0.00,425,4.25,5
9,Salida en corto,2026-04-27 02:25,Scripted Exit All,0.006298,1,78762.5,37.5,0.05,125,0.16,-106.25,-0.13,462.5,4.63,144
9,Entrada en corto,2026-04-24 13:25,Scripted Short,0.006301,1,78762.5,37.5,0.05,125,0.16,-106.25,-0.13,462.5,4.63,144
10,Salida en corto,2026-04-27 12:30,Scripted Exit All,0.006302,1,78856.25,81.25,0.10,93.75,0.12,-31.25,-0.04,543.75,5.44,81
10,Entrada en corto,2026-04-27 05:45,Scripted Short,0.0063085,1,78856.25,81.25,0.10,93.75,0.12,-31.25,-0.04,543.75,5.44,81
11,Salida en corto,2026-04-28 11:00,Scripted Exit All,0.006286,1,78643.75,68.75,0.09,87.5,0.11,-12.5,-0.02,612.5,6.13,9
11,Entrada en corto,2026-04-28 10:15,Scripted Short,0.0062915,1,78643.75,68.75,0.09,87.5,0.11,-12.5,-0.02,612.5,6.13,9
12,Salida en corto,2026-04-29 22:30,Scripted Exit All,0.0062595,1,78306.25,62.5,0.08,68.75,0.09,-12.5,-0.02,675,6.75,21
12,Entrada en corto,2026-04-29 20:45,Scripted Short,0.0062645,1,78306.25,62.5,0.08,68.75,0.09,-12.5,-0.02,675,6.75,21
13,Salida en corto,2026-05-01 05:30,Scripted Exit All,0.0064025,1,80193.75,162.5,0.20,162.5,0.20,-68.75,-0.09,837.5,8.38,28
13,Entrada en corto,2026-05-01 03:10,Scripted Short,0.0064155,1,80193.75,162.5,0.20,162.5,0.20,-68.75,-0.09,837.5,8.38,28
14,Salida en corto,2026-05-05 05:00,Scripted Exit All,0.006379,1,79768.75,31.25,0.04,31.25,0.04,-81.25,-0.10,868.75,8.69,18
14,Entrada en corto,2026-05-05 03:30,Scripted Short,0.0063815,1,79768.75,31.25,0.04,31.25,0.04,-81.25,-0.10,868.75,8.69,18
15,Salida en corto,2026-05-06 03:15,Scripted Exit All,0.0064095,1,80350,231.25,0.29,231.25,0.29,-12.5,-0.02,1100,11.00,25
15,Entrada en corto,2026-05-06 01:10,Scripted Short,0.006428,1,80350,231.25,0.29,231.25,0.29,-12.5,-0.02,1100,11.00,25
16,Salida en corto,2026-05-06 19:45,Scripted Exit All,0.006413,1,80181.25,18.75,0.02,37.5,0.05,-75,-0.09,1118.75,11.19,24
16,Entrada en corto,2026-05-06 16:45,Scripted Short,0.0064145,1,80181.25,18.75,0.02,37.5,0.05,-75,-0.09,1118.75,11.19,24
17,Salida en corto,2026-05-06 23:15,Scripted Exit All,0.0064155,1,80262.5,68.75,0.09,75,0.09,-37.5,-0.05,1187.5,11.88,15
17,Entrada en corto,2026-05-06 22:00,Scripted Short,0.006421,1,80262.5,68.75,0.09,75,0.09,-37.5,-0.05,1187.5,11.88,15
18,Salida en corto,2026-05-07 05:10,Scripted Exit All,0.006415,1,80256.25,68.75,0.09,87.5,0.11,-31.25,-0.04,1256.25,12.56,17
18,Entrada en corto,2026-05-07 03:45,Scripted Short,0.0064205,1,80256.25,68.75,0.09,87.5,0.11,-31.25,-0.04,1256.25,12.56,17
19,Salida en corto,2026-05-07 12:10,Scripted Exit All,0.0064075,1,80193.75,100,0.12,112.5,0.14,-100,-0.12,1356.25,13.56,31
19,Entrada en corto,2026-05-07 09:35,Scripted Short,0.0064155,1,80193.75,100,0.12,112.5,0.14,-100,-0.12,1356.25,13.56,31
20,Salida en corto,2026-05-10 20:50,Scripted Exit All,0.0063885,1,79943.75,87.5,0.11,118.75,0.15,-206.25,-0.26,1443.75,14.44,239
20,Entrada en corto,2026-05-07 23:55,Scripted Short,0.0063955,1,79943.75,87.5,0.11,118.75,0.15,-206.25,-0.26,1443.75,14.44,239
21,Salida en corto,2026-05-11 13:00,Scripted Exit All,0.006382,1,79825,50,0.06,56.25,0.07,-37.5,-0.05,1493.75,14.94,34
21,Entrada en corto,2026-05-11 10:10,Scripted Short,0.006386,1,79825,50,0.06,56.25,0.07,-37.5,-0.05,1493.75,14.94,34
22,Salida en corto,2026-05-12 21:15,Scripted Exit All,0.0063565,1,79531.25,75,0.09,87.5,0.11,-25,-0.03,1568.75,15.69,51
22,Entrada en corto,2026-05-12 16:00,Scripted Short,0.0063625,1,79531.25,75,0.09,87.5,0.11,-25,-0.03,1568.75,15.69,51
23,Salida en corto,2026-05-13 08:55,Scripted Exit All,0.006352,1,79437.5,37.5,0.05,112.5,0.14,-6.25,-0.01,1606.25,16.06,8
23,Entrada en corto,2026-05-13 08:15,Scripted Short,0.006355,1,79437.5,37.5,0.05,112.5,0.14,-6.25,-0.01,1606.25,16.06,8
24,Salida en corto,2026-05-13 22:25,Scripted Exit All,0.006347,1,79393.75,56.25,0.07,56.25,0.07,-18.75,-0.02,1662.5,16.63,33
24,Entrada en corto,2026-05-13 19:40,Scripted Short,0.0063515,1,79393.75,56.25,0.07,56.25,0.07,-18.75,-0.02,1662.5,16.63,33
25,Salida en corto,2026-05-14 12:45,Scripted Exit All,0.006337,1,79362.5,150,0.19,156.25,0.20,-293.75,-0.37,1812.5,18.13,140
25,Entrada en corto,2026-05-14 01:05,Scripted Short,0.006349,1,79362.5,150,0.19,156.25,0.20,-293.75,-0.37,1812.5,18.13,140
26,Salida en corto,2026-05-15 10:05,Scripted Exit All,0.006316,1,79031.25,81.25,0.10,93.75,0.12,-131.25,-0.17,1893.75,18.94,62
26,Entrada en corto,2026-05-15 04:55,Scripted Short,0.0063225,1,79031.25,81.25,0.10,93.75,0.12,-131.25,-0.17,1893.75,18.94,62
27,Salida en corto,2026-05-18 14:50,Scripted Exit All,0.006303,1,78825,37.5,0.05,43.75,0.06,-175,-0.22,1931.25,19.31,139
27,Entrada en corto,2026-05-18 03:15,Scripted Short,0.006306,1,78825,37.5,0.05,43.75,0.06,-175,-0.22,1931.25,19.31,139
28,Salida en corto,2026-05-19 14:50,Scripted Exit All,0.0063015,1,78856.25,87.5,0.11,87.5,0.11,-43.75,-0.06,2018.75,20.19,15
28,Entrada en corto,2026-05-19 13:35,Scripted Short,0.0063085,1,78856.25,87.5,0.11,87.5,0.11,-43.75,-0.06,2018.75,20.19,15
29,Salida en corto,2026-05-20 10:10,Scripted Exit All,0.0062965,1,78768.75,62.5,0.08,68.75,0.09,-31.25,-0.04,2081.25,20.81,37
29,Entrada en corto,2026-05-20 07:05,Scripted Short,0.0063015,1,78768.75,62.5,0.08,68.75,0.09,-31.25,-0.04,2081.25,20.81,37
30,Salida en corto,2026-05-21 06:45,Scripted Exit All,0.006297,1,78762.5,50,0.06,68.75,0.09,0,0.00,2131.25,21.31,4
30,Entrada en corto,2026-05-21 06:25,Scripted Short,0.006301,1,78762.5,50,0.06,68.75,0.09,0,0.00,2131.25,21.31,4
31,Salida en corto,2026-05-22 03:05,Scripted Exit All,0.006296,1,78781.25,81.25,0.10,93.75,0.12,-43.75,-0.06,2212.5,22.13,144
31,Entrada en corto,2026-05-21 14:05,Scripted Short,0.0063025,1,78781.25,81.25,0.10,93.75,0.12,-43.75,-0.06,2212.5,22.13,144
32,Salida en corto,2026-05-22 16:55,Scripted Exit All,0.006293,1,78681.25,18.75,0.02,18.75,0.02,-31.25,-0.04,2231.25,22.31,29
32,Entrada en corto,2026-05-22 14:30,Scripted Short,0.0062945,1,78681.25,18.75,0.02,18.75,0.02,-31.25,-0.04,2231.25,22.31,29
33,Salida en corto,2026-05-25 19:40,Scripted Exit All,0.0063015,1,78787.5,18.75,0.02,25,0.03,-31.25,-0.04,2250,22.50,144
33,Entrada en corto,2026-05-25 06:30,Scripted Short,0.006303,1,78787.5,18.75,0.02,25,0.03,-31.25,-0.04,2250,22.50,144
34,Salida en corto,2026-05-26 01:55,Scripted Exit All,0.0062985,1,78768.75,37.5,0.05,50,0.06,0,0.00,2287.5,22.88,13
34,Entrada en corto,2026-05-26 00:50,Scripted Short,0.0063015,1,78768.75,37.5,0.05,50,0.06,0,0.00,2287.5,22.88,13
35,Salida en corto,2026-05-26 07:55,Scripted Exit All,0.006292,1,78675,25,0.03,37.5,0.05,0,0.00,2312.5,23.13,8
35,Entrada en corto,2026-05-26 07:15,Scripted Short,0.006294,1,78675,25,0.03,37.5,0.05,0,0.00,2312.5,23.13,8
36,Salida en corto,2026-06-01 09:30,Scripted Exit All,0.0062695,1,78475,106.25,0.14,112.5,0.14,-193.75,-0.25,2418.75,24.19,624
36,Entrada en corto,2026-05-28 03:30,Scripted Short,0.006278,1,78475,106.25,0.14,112.5,0.14,-193.75,-0.25,2418.75,24.19,624
37,Salida en corto,2026-06-01 20:35,Scripted Exit All,0.0062695,1,78387.5,18.75,0.02,25,0.03,0,0.00,2437.5,24.38,8
37,Entrada en corto,2026-06-01 19:55,Scripted Short,0.006271,1,78387.5,18.75,0.02,25,0.03,0,0.00,2437.5,24.38,8
38,Salida en corto,2026-06-02 08:05,Scripted Exit All,0.006267,1,78350,12.5,0.02,25,0.03,-6.25,-0.01,2450,24.50,43
38,Entrada en corto,2026-06-02 04:30,Scripted Short,0.006268,1,78350,12.5,0.02,25,0.03,-6.25,-0.01,2450,24.50,43
39,Salida en corto,2026-06-03 01:45,Scripted Exit All,0.0062595,1,78268.75,25,0.03,25,0.03,0,0.00,2475,24.75,32
39,Entrada en corto,2026-06-02 23:05,Scripted Short,0.0062615,1,78268.75,25,0.03,25,0.03,0,0.00,2475,24.75,32
40,Salida en corto,2026-06-03 08:10,Scripted Exit All,0.006262,1,78293.75,18.75,0.02,37.5,0.05,-68.75,-0.09,2493.75,24.94,41
40,Entrada en corto,2026-06-03 04:45,Scripted Short,0.0062635,1,78293.75,18.75,0.02,37.5,0.05,-68.75,-0.09,2493.75,24.94,41
41,Salida en corto,2026-06-04 09:15,Scripted Exit All,0.0062585,1,78275,43.75,0.06,43.75,0.06,-18.75,-0.02,2537.5,25.37,14
41,Entrada en corto,2026-06-04 08:05,Scripted Short,0.006262,1,78275,43.75,0.06,43.75,0.06,-18.75,-0.02,2537.5,25.37,14
42,Salida en corto,2026-06-05 08:45,Scripted Exit All,0.0062525,1,78193.75,37.5,0.05,37.5,0.05,-68.75,-0.09,2575,25.75,78
42,Entrada en corto,2026-06-05 02:15,Scripted Short,0.0062555,1,78193.75,37.5,0.05,37.5,0.05,-68.75,-0.09,2575,25.75,78
43,Salida en corto,2026-06-07 18:00,Scripted Exit All,0.006243,1,78081.25,43.75,0.06,68.75,0.09,-12.5,-0.02,2618.75,26.19,13
43,Entrada en corto,2026-06-05 15:55,Scripted Short,0.0062465,1,78081.25,43.75,0.06,68.75,0.09,-12.5,-0.02,2618.75,26.19,13
44,Salida en corto,2026-06-09 12:50,Scripted Exit All,0.006237,1,78012.5,50,0.06,68.75,0.09,-237.5,-0.30,2668.75,26.69,400
44,Entrada en corto,2026-06-08 02:30,Scripted Short,0.006241,1,78012.5,50,0.06,68.75,0.09,-237.5,-0.30,2668.75,26.69,400
45,Salida en corto,2026-06-10 16:45,Scripted Exit All,0.006231,1,77950,62.5,0.08,68.75,0.09,-43.75,-0.06,2731.25,27.31,93
45,Entrada en corto,2026-06-10 09:00,Scripted Short,0.006236,1,77950,62.5,0.08,68.75,0.09,-43.75,-0.06,2731.25,27.31,93
46,Salida en corto,2026-06-10 23:20,Scripted Exit All,0.00623,1,77900,25,0.03,25,0.03,-6.25,-0.01,2756.25,27.56,16
46,Entrada en corto,2026-06-10 22:00,Scripted Short,0.006232,1,77900,25,0.03,25,0.03,-6.25,-0.01,2756.25,27.56,16
47,Salida en corto,2026-06-15 04:15,Scripted Exit All,0.0062895,1,78650,31.25,0.04,37.5,0.05,-12.5,-0.02,2787.5,27.88,25
47,Entrada en corto,2026-06-15 02:10,Scripted Short,0.006292,1,78650,31.25,0.04,37.5,0.05,-12.5,-0.02,2787.5,27.88,25
48,Salida en corto,2026-06-15 12:40,Scripted Exit All,0.0062855,1,78618.75,50,0.06,50,0.06,-6.25,-0.01,2837.5,28.38,20
48,Entrada en corto,2026-06-15 11:00,Scripted Short,0.0062895,1,78618.75,50,0.06,50,0.06,-6.25,-0.01,2837.5,28.38,20
49,Salida en corto,2026-06-16 00:35,Scripted Exit All,0.0062815,1,78568.75,50,0.06,62.5,0.08,-93.75,-0.12,2887.5,28.88,44
49,Entrada en corto,2026-06-15 20:55,Scripted Short,0.0062855,1,78568.75,50,0.06,62.5,0.08,-93.75,-0.12,2887.5,28.88,44
50,Salida en corto,2026-06-18 06:05,Scripted Exit All,0.006261,1,78350,87.5,0.11,100,0.13,-87.5,-0.11,2975,29.75,117
50,Entrada en corto,2026-06-17 20:20,Scripted Short,0.006268,1,78350,87.5,0.11,100,0.13,-87.5,-0.11,2975,29.75,117
51,Salida en corto,2026-06-21 18:20,Scripted Exit All,0.006237,1,78056.25,93.75,0.12,106.25,0.14,-50,-0.06,3068.75,30.69,48
51,Entrada en corto,2026-06-19 09:20,Scripted Short,0.0062445,1,78056.25,93.75,0.12,106.25,0.14,-50,-0.06,3068.75,30.69,48
52,Salida en corto,2026-06-23 01:15,Scripted Exit All,0.006229,1,77968.75,106.25,0.14,131.25,0.17,-25,-0.03,3175,31.75,153
52,Entrada en corto,2026-06-22 11:30,Scripted Short,0.0062375,1,77968.75,106.25,0.14,131.25,0.17,-25,-0.03,3175,31.75,153
53,Salida en corto,2026-06-23 20:30,Scripted Exit All,0.006229,1,77875,12.5,0.02,18.75,0.02,-18.75,-0.02,3187.5,31.87,42
53,Entrada en corto,2026-06-23 16:00,Scripted Short,0.00623,1,77875,12.5,0.02,18.75,0.02,-18.75,-0.02,3187.5,31.87,42
54,Salida en corto,2026-06-24 01:45,Scripted Exit All,0.006229,1,77868.75,6.25,0.01,12.5,0.02,-25,-0.03,3193.75,31.94,30
54,Entrada en corto,2026-06-23 23:15,Scripted Short,0.0062295,1,77868.75,6.25,0.01,12.5,0.02,-25,-0.03,3193.75,31.94,30
55,Salida en corto,2026-06-24 08:55,Scripted Exit All,0.006224,1,77825,25,0.03,31.25,0.04,0,0.00,3218.75,32.19,6
55,Entrada en corto,2026-06-24 08:25,Scripted Short,0.006226,1,77825,25,0.03,31.25,0.04,0,0.00,3218.75,32.19,6
56,Salida en corto,2026-06-25 00:35,Scripted Exit All,0.0062225,1,77787.5,6.25,0.01,12.5,0.02,-25,-0.03,3225,32.25,33
56,Entrada en corto,2026-06-24 21:50,Scripted Short,0.006223,1,77787.5,6.25,0.01,12.5,0.02,-25,-0.03,3225,32.25,33
57,Salida en corto,2026-06-28 18:40,Scripted Exit All,0.006218,1,77768.75,43.75,0.06,131.25,0.17,-106.25,-0.14,3268.75,32.69,363
57,Entrada en corto,2026-06-25 10:25,Scripted Short,0.0062215,1,77768.75,43.75,0.06,131.25,0.17,-106.25,-0.14,3268.75,32.69,363
58,Salida en corto,2026-07-01 13:55,Scripted Exit All,0.00619,1,77412.5,37.5,0.05,50,0.06,-62.5,-0.08,3306.25,33.06,41
58,Entrada en corto,2026-07-01 10:30,Scripted Short,0.006193,1,77412.5,37.5,0.05,50,0.06,-62.5,-0.08,3306.25,33.06,41
59,Salida en corto,2026-07-03 09:15,Scripted Exit All,0.006236,1,77987.5,37.5,0.05,43.75,0.06,-337.5,-0.43,3343.75,33.44,139
59,Entrada en corto,2026-07-02 21:40,Scripted Short,0.006239,1,77987.5,37.5,0.05,43.75,0.06,-337.5,-0.43,3343.75,33.44,139
60,Salida en corto,2026-07-07 15:45,Scripted Exit All,0.0062045,1,77643.75,87.5,0.11,125,0.16,-37.5,-0.05,3431.25,34.31,80
60,Entrada en corto,2026-07-07 09:05,Scripted Short,0.0062115,1,77643.75,87.5,0.11,125,0.16,-37.5,-0.05,3431.25,34.31,80
61,Salida en corto,2026-07-08 04:20,Scripted Exit All,0.006191,1,77400,12.5,0.02,75,0.10,-143.75,-0.19,3443.75,34.44,48
61,Entrada en corto,2026-07-08 00:20,Scripted Short,0.006192,1,77400,12.5,0.02,75,0.10,-143.75,-0.19,3443.75,34.44,48
62,Salida en corto,2026-07-08 18:05,Scripted Exit All,0.006182,1,77331.25,56.25,0.07,56.25,0.07,-43.75,-0.06,3500,35.00,40
62,Entrada en corto,2026-07-08 13:45,Scripted Short,0.0061865,1,77331.25,56.25,0.07,56.25,0.07,-43.75,-0.06,3500,35.00,40
63,Salida en corto,2026-07-13 10:05,Apertura,0.006194,1,77350,-75,-0.10,62.5,0.08,-550,-0.71,3425,34.25,712
63,Entrada en corto,2026-07-08 20:45,Scripted Short,0.006188,1,77350,-75,-0.10,62.5,0.08,-550,-0.71,3425,34.25,712
