Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,Rentabilidad %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %,Duration (bars)
7,Salida en largo,2026-04-20 18:25,Scripted Exit All,7157.5,1,357162.5,712.5,0.20,875,0.24,-650,-0.18,5050,50.50,71
7,Entrada en largo,2026-04-20 11:30,Scripted Long,7143.25,1,357162.5,712.5,0.20,875,0.24,-650,-0.18,5050,50.50,71
8,Salida en largo,2026-04-21 20:10,Scripted Exit All,7135,1,356262.5,487.5,0.14,512.5,0.14,-350,-0.10,5537.5,55.38,35
8,Entrada en largo,2026-04-21 16:15,Scripted Long,7125.25,1,356262.5,487.5,0.14,512.5,0.14,-350,-0.10,5537.5,55.38,35
9,Salida en largo,2026-04-23 19:50,Scripted Exit All,7151.5,1,357162.5,412.5,0.12,487.5,0.14,-62.5,-0.02,5950,59.50,21
9,Entrada en largo,2026-04-23 18:05,Scripted Long,7143.25,1,357162.5,412.5,0.12,487.5,0.14,-62.5,-0.02,5950,59.50,21
10,Salida en corto,2026-04-24 03:05,Scripted Long,7151.25,1,356900,-662.5,-0.19,50,0.01,-725,-0.20,5287.5,52.88,32
10,Entrada en corto,2026-04-24 00:25,Scripted Short,7138,1,356900,-662.5,-0.19,50,0.01,-725,-0.20,5287.5,52.88,32
11,Salida en largo,2026-04-24 07:15,Scripted Exit All,7170.5,1,357562.5,962.5,0.27,1225,0.34,-787.5,-0.22,6250,62.50,50
11,Entrada en largo,2026-04-24 03:05,Scripted Long,7151.25,1,357562.5,962.5,0.27,1225,0.34,-787.5,-0.22,6250,62.50,50
12,Salida en largo,2026-04-24 12:00,Scripted Exit All,7193.5,1,358462.5,1212.5,0.34,1400,0.39,-1212.5,-0.34,7462.5,74.63,32
12,Entrada en largo,2026-04-24 09:20,Scripted Long,7169.25,1,358462.5,1212.5,0.34,1400,0.39,-1212.5,-0.34,7462.5,74.63,32
13,Salida en corto,2026-04-28 07:20,Scripted Exit All,7173.75,1,359175,487.5,0.14,512.5,0.14,-1987.5,-0.55,7950,79.50,246
13,Entrada en corto,2026-04-27 09:50,Scripted Short,7183.5,1,359175,487.5,0.14,512.5,0.14,-1987.5,-0.55,7950,79.50,246
14,Salida en corto,2026-05-06 13:20,Scripted Long,7365,1,356887.5,-11362.5,-3.18,325,0.09,-11862.5,-3.32,-3412.5,-34.12,1345
14,Entrada en corto,2026-04-29 16:15,Scripted Short,7137.75,1,356887.5,-11362.5,-3.18,325,0.09,-11862.5,-3.32,-3412.5,-34.12,1345
15,Salida en largo,2026-05-06 14:10,Scripted Exit All,7374.75,1,368250,487.5,0.13,500,0.14,-25,-0.01,-2925,-29.25,10
15,Entrada en largo,2026-05-06 13:20,Scripted Long,7365,1,368250,487.5,0.13,500,0.14,-25,-0.01,-2925,-29.25,10
16,Salida en largo,2026-05-08 01:45,Scripted Exit All,7383.5,1,368937.5,237.5,0.06,337.5,0.09,-262.5,-0.07,-2687.5,-26.87,35
16,Entrada en largo,2026-05-07 22:50,Scripted Long,7378.75,1,368937.5,237.5,0.06,337.5,0.09,-262.5,-0.07,-2687.5,-26.87,35
17,Salida en largo,2026-05-10 23:45,Scripted Exit All,7414.75,1,370475,262.5,0.07,300,0.08,-187.5,-0.05,-2425,-24.25,29
17,Entrada en largo,2026-05-10 21:20,Scripted Long,7409.5,1,370475,262.5,0.07,300,0.08,-187.5,-0.05,-2425,-24.25,29
18,Salida en largo,2026-05-12 16:00,Scripted Exit All,7428,1,370550,850,0.23,1137.5,0.31,-2387.5,-0.64,-1575,-15.75,100
18,Entrada en largo,2026-05-12 07:40,Scripted Long,7411,1,370550,850,0.23,1137.5,0.31,-2387.5,-0.64,-1575,-15.75,100
19,Salida en largo,2026-05-15 09:40,Scripted Short,7432.25,1,376275,-4662.5,-1.24,50,0.01,-4787.5,-1.27,-6237.5,-62.37,160
19,Entrada en largo,2026-05-14 20:20,Scripted Long,7525.5,1,376275,-4662.5,-1.24,50,0.01,-4787.5,-1.27,-6237.5,-62.37,160
20,Salida en corto,2026-05-15 16:45,Scripted Exit All,7417,1,371612.5,762.5,0.21,1150,0.31,-2175,-0.59,-5475,-54.75,85
20,Entrada en corto,2026-05-15 09:40,Scripted Short,7432.25,1,371612.5,762.5,0.21,1150,0.31,-2175,-0.59,-5475,-54.75,85
21,Salida en largo,2026-05-21 00:55,Scripted Exit All,7450.75,1,372462.5,75,0.02,437.5,0.12,-4750,-1.28,-5400,-54.00,720
21,Entrada en largo,2026-05-18 09:55,Scripted Long,7449.25,1,372462.5,75,0.02,437.5,0.12,-4750,-1.28,-5400,-54.00,720
22,Salida en largo,2026-05-28 12:25,Scripted Exit All,7580.5,1,378150,875,0.23,987.5,0.26,-2862.5,-0.76,-4525,-45.25,814
22,Entrada en largo,2026-05-25 09:35,Scripted Long,7563,1,378150,875,0.23,987.5,0.26,-2862.5,-0.76,-4525,-45.25,814
23,Salida en largo,2026-06-04 03:00,Scripted Exit All,7552.75,1,377237.5,400,0.11,412.5,0.11,-262.5,-0.07,-4125,-41.25,15
23,Entrada en largo,2026-06-04 01:45,Scripted Long,7544.75,1,377237.5,400,0.11,412.5,0.11,-262.5,-0.07,-4125,-41.25,15
24,Salida en corto,2026-06-10 01:00,Scripted Exit All,7358,1,368575,675,0.18,775,0.21,-925,-0.25,-3450,-34.50,53
24,Entrada en corto,2026-06-09 20:35,Scripted Short,7371.5,1,368575,675,0.18,775,0.21,-925,-0.25,-3450,-34.50,53
25,Salida en largo,2026-06-11 15:20,Scripted Exit All,7393.75,1,367262.5,2425,0.66,2462.5,0.67,-162.5,-0.04,-1025,-10.25,22
25,Entrada en largo,2026-06-11 13:30,Scripted Long,7345.25,1,367262.5,2425,0.66,2462.5,0.67,-162.5,-0.04,-1025,-10.25,22
26,Salida en corto,2026-06-16 11:50,Scripted Exit All,7604.25,1,380812.5,600,0.16,862.5,0.23,-1025,-0.27,-425,-4.25,123
26,Entrada en corto,2026-06-16 01:35,Scripted Short,7616.25,1,380812.5,600,0.16,862.5,0.23,-1025,-0.27,-425,-4.25,123
27,Salida en largo,2026-06-18 09:40,Scripted Short,7544,1,379900,-2700,-0.71,312.5,0.08,-6287.5,-1.66,-3125,-31.25,275
27,Entrada en largo,2026-06-17 09:45,Scripted Long,7598,1,379900,-2700,-0.71,312.5,0.08,-6287.5,-1.66,-3125,-31.25,275
28,Salida en corto,2026-06-18 22:20,Scripted Exit All,7542.5,1,377200,75,0.02,425,0.11,-1950,-0.52,-3050,-30.50,140
28,Entrada en corto,2026-06-18 09:40,Scripted Short,7544,1,377200,75,0.02,425,0.11,-1950,-0.52,-3050,-30.50,140
29,Salida en corto,2026-06-22 11:20,Scripted Exit All,7537.75,1,377887.5,1000,0.26,1525,0.40,-2075,-0.55,-2050,-20.50,56
29,Entrada en corto,2026-06-22 06:40,Scripted Short,7557.75,1,377887.5,1000,0.26,1525,0.40,-2075,-0.55,-2050,-20.50,56
30,Salida en largo,2026-06-24 19:45,Scripted Exit All,7474.5,1,373175,550,0.15,1650,0.44,-2962.5,-0.79,-1500,-15.00,110
30,Entrada en largo,2026-06-24 09:35,Scripted Long,7463.5,1,373175,550,0.15,1650,0.44,-2962.5,-0.79,-1500,-15.00,110
31,Salida en largo,2026-06-25 19:25,Scripted Exit All,7449.5,1,371325,1150,0.31,1375,0.37,-100,-0.03,-350,-3.50,4
31,Entrada en largo,2026-06-25 19:05,Scripted Long,7426.5,1,371325,1150,0.31,1375,0.37,-100,-0.03,-350,-3.50,4
32,Salida en corto,2026-06-25 21:30,Scripted Exit All,7417.75,1,371525,637.5,0.17,962.5,0.26,-212.5,-0.06,287.5,2.88,21
32,Entrada en corto,2026-06-25 19:45,Scripted Short,7430.5,1,371525,637.5,0.17,962.5,0.26,-212.5,-0.06,287.5,2.88,21
33,Salida en largo,2026-06-29 04:25,Scripted Exit All,7459.25,1,372512.5,450,0.12,675,0.18,-175,-0.05,737.5,7.38,11
33,Entrada en largo,2026-06-29 03:30,Scripted Long,7450.25,1,372512.5,450,0.12,675,0.18,-175,-0.05,737.5,7.38,11
34,Salida en corto,2026-07-06 09:30,Scripted Long,7564.75,1,377812.5,-425,-0.11,225,0.06,-425,-0.11,312.5,3.13,13
34,Entrada en corto,2026-07-06 08:25,Scripted Short,7556.25,1,377812.5,-425,-0.11,225,0.06,-425,-0.11,312.5,3.13,13
35,Salida en largo,2026-07-06 10:50,Scripted Exit All,7576.5,1,378237.5,587.5,0.16,812.5,0.21,-612.5,-0.16,900,9.00,16
35,Entrada en largo,2026-07-06 09:30,Scripted Long,7564.75,1,378237.5,587.5,0.16,812.5,0.21,-612.5,-0.16,900,9.00,16
