Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,Rentabilidad %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %,Duration (bars)
7,Salida en largo,2026-04-02 05:10,Scripted Short,1.15615,1,145718.75,-1200,-0.82,56.25,0.04,-1312.5,-0.90,-393.75,-3.94,182
7,Entrada en largo,2026-04-01 13:00,Scripted Long,1.16575,1,145718.75,-1200,-0.82,56.25,0.04,-1312.5,-0.90,-393.75,-3.94,182
8,Salida en corto,2026-04-02 06:25,Scripted Exit All,1.15535,1,144518.75,100,0.07,137.5,0.10,-100,-0.07,-293.75,-2.94,15
8,Entrada en corto,2026-04-02 05:10,Scripted Short,1.15615,1,144518.75,100,0.07,137.5,0.10,-100,-0.07,-293.75,-2.94,15
9,Salida en largo,2026-04-02 20:35,Scripted Exit All,1.15815,1,144725,43.75,0.03,62.5,0.04,-12.5,-0.01,-250,-2.50,27
9,Entrada en largo,2026-04-02 18:20,Scripted Long,1.1578,1,144725,43.75,0.03,62.5,0.04,-12.5,-0.01,-250,-2.50,27
10,Salida en largo,2026-04-06 03:45,Scripted Exit All,1.15895,1,144781.25,87.5,0.06,106.25,0.07,-500,-0.35,-162.5,-1.62,195
10,Entrada en largo,2026-04-03 04:45,Scripted Long,1.15825,1,144781.25,87.5,0.06,106.25,0.07,-500,-0.35,-162.5,-1.62,195
11,Salida en largo,2026-04-07 14:25,Scripted Exit All,1.16185,1,145168.75,62.5,0.04,75,0.05,-131.25,-0.09,-100,-1.00,28
11,Entrada en largo,2026-04-07 12:05,Scripted Long,1.16135,1,145168.75,62.5,0.04,75,0.05,-131.25,-0.09,-100,-1.00,28
12,Salida en largo,2026-04-07 16:20,Scripted Exit All,1.164,1,145300,200,0.14,218.75,0.15,-62.5,-0.04,100,1.00,12
12,Entrada en largo,2026-04-07 15:20,Scripted Long,1.1624,1,145300,200,0.14,218.75,0.15,-62.5,-0.04,100,1.00,12
13,Salida en largo,2026-04-08 07:35,Scripted Exit All,1.17425,1,146537.5,243.75,0.17,318.75,0.22,-206.25,-0.14,343.75,3.44,74
13,Entrada en largo,2026-04-08 01:25,Scripted Long,1.1723,1,146537.5,243.75,0.17,318.75,0.22,-206.25,-0.14,343.75,3.44,74
14,Salida en largo,2026-04-09 12:25,Scripted Exit All,1.17485,1,146606.25,250,0.17,268.75,0.18,0,0.00,593.75,5.94,13
14,Entrada en largo,2026-04-09 11:20,Scripted Long,1.17285,1,146606.25,250,0.17,268.75,0.18,0,0.00,593.75,5.94,13
15,Salida en largo,2026-04-10 10:05,Scripted Exit All,1.1767,1,146950,137.5,0.09,187.5,0.13,-106.25,-0.07,731.25,7.31,18
15,Entrada en largo,2026-04-10 08:35,Scripted Long,1.1756,1,146950,137.5,0.09,187.5,0.13,-106.25,-0.07,731.25,7.31,18
16,Salida en largo,2026-04-13 09:55,Scripted Exit All,1.1742,1,146637.5,137.5,0.09,200,0.14,-200,-0.14,868.75,8.69,77
16,Entrada en largo,2026-04-13 03:30,Scripted Long,1.1731,1,146637.5,137.5,0.09,200,0.14,-200,-0.14,868.75,8.69,77
17,Salida en largo,2026-04-13 13:20,Scripted Exit All,1.17695,1,146881.25,237.5,0.16,287.5,0.20,-6.25,0.00,1106.25,11.06,9
17,Entrada en largo,2026-04-13 12:35,Scripted Long,1.17505,1,146881.25,237.5,0.16,287.5,0.20,-6.25,0.00,1106.25,11.06,9
18,Salida en largo,2026-04-13 23:55,Scripted Exit All,1.1802,1,147468.75,56.25,0.04,62.5,0.04,-87.5,-0.06,1162.5,11.63,70
18,Entrada en largo,2026-04-13 18:05,Scripted Long,1.17975,1,147468.75,56.25,0.04,62.5,0.04,-87.5,-0.06,1162.5,11.63,70
19,Salida en largo,2026-04-14 07:00,Scripted Exit All,1.18305,1,147787.5,93.75,0.06,131.25,0.09,-87.5,-0.06,1256.25,12.56,23
19,Entrada en largo,2026-04-14 05:05,Scripted Long,1.1823,1,147787.5,93.75,0.06,131.25,0.09,-87.5,-0.06,1256.25,12.56,23
20,Salida en largo,2026-04-14 10:55,Scripted Exit All,1.1844,1,147956.25,93.75,0.06,93.75,0.06,-112.5,-0.08,1350,13.50,25
20,Entrada en largo,2026-04-14 08:50,Scripted Long,1.18365,1,147956.25,93.75,0.06,93.75,0.06,-112.5,-0.08,1350,13.50,25
21,Salida en largo,2026-04-17 08:35,Scripted Exit All,1.18405,1,147893.75,112.5,0.08,312.5,0.21,-406.25,-0.27,1462.5,14.63,709
21,Entrada en largo,2026-04-14 19:30,Scripted Long,1.18315,1,147893.75,112.5,0.08,312.5,0.21,-406.25,-0.27,1462.5,14.63,709
22,Salida en largo,2026-04-20 07:40,Scripted Exit All,1.1803,1,147400,137.5,0.09,168.75,0.11,-175,-0.12,1600,16.00,96
22,Entrada en largo,2026-04-19 23:40,Scripted Long,1.1792,1,147400,137.5,0.09,168.75,0.11,-175,-0.12,1600,16.00,96
23,Salida en largo,2026-04-21 15:40,Scripted Short,1.17655,1,147487.5,-418.75,-0.28,293.75,0.20,-618.75,-0.42,1181.25,11.81,353
23,Entrada en largo,2026-04-20 09:15,Scripted Long,1.1799,1,147487.5,-418.75,-0.28,293.75,0.20,-618.75,-0.42,1181.25,11.81,353
24,Salida en corto,2026-04-22 04:00,Scripted Long,1.17855,1,147068.75,-250,-0.17,218.75,0.15,-337.5,-0.23,931.25,9.31,136
24,Entrada en corto,2026-04-21 15:40,Scripted Short,1.17655,1,147068.75,-250,-0.17,218.75,0.15,-337.5,-0.23,931.25,9.31,136
25,Salida en largo,2026-04-23 09:15,Scripted Short,1.1713,1,147318.75,-906.25,-0.62,43.75,0.03,-981.25,-0.67,25,0.25,339
25,Entrada en largo,2026-04-22 04:00,Scripted Long,1.17855,1,147318.75,-906.25,-0.62,43.75,0.03,-981.25,-0.67,25,0.25,339
26,Salida en corto,2026-04-23 23:10,Scripted Exit All,1.17045,1,146412.5,106.25,0.07,193.75,0.13,-400,-0.27,131.25,1.31,155
26,Entrada en corto,2026-04-23 09:15,Scripted Short,1.1713,1,146412.5,106.25,0.07,193.75,0.13,-400,-0.27,131.25,1.31,155
27,Salida en largo,2026-04-24 12:05,Scripted Exit All,1.1746,1,146718.75,106.25,0.07,131.25,0.09,-106.25,-0.07,237.5,2.38,23
27,Entrada en largo,2026-04-24 10:10,Scripted Long,1.17375,1,146718.75,106.25,0.07,131.25,0.09,-106.25,-0.07,237.5,2.38,23
28,Salida en largo,2026-04-26 22:40,Scripted Exit All,1.1755,1,146850,87.5,0.06,93.75,0.06,-218.75,-0.15,325,3.25,77
28,Entrada en largo,2026-04-24 15:15,Scripted Long,1.1748,1,146850,87.5,0.06,93.75,0.06,-218.75,-0.15,325,3.25,77
29,Salida en largo,2026-04-27 20:30,Scripted Short,1.17465,1,147175,-343.75,-0.23,106.25,0.07,-362.5,-0.25,-18.75,-0.19,151
29,Entrada en largo,2026-04-27 06:55,Scripted Long,1.1774,1,147175,-343.75,-0.23,106.25,0.07,-362.5,-0.25,-18.75,-0.19,151
30,Salida en corto,2026-04-27 21:55,Scripted Exit All,1.174,1,146831.25,81.25,0.06,87.5,0.06,-31.25,-0.02,62.5,0.63,17
30,Entrada en corto,2026-04-27 20:30,Scripted Short,1.17465,1,146831.25,81.25,0.06,87.5,0.06,-31.25,-0.02,62.5,0.63,17
31,Salida en largo,2026-04-29 04:05,Scripted Short,1.17225,1,146800,-268.75,-0.18,0,0.00,-293.75,-0.20,-206.25,-2.06,96
31,Entrada en largo,2026-04-28 20:05,Scripted Long,1.1744,1,146800,-268.75,-0.18,0,0.00,-293.75,-0.20,-206.25,-2.06,96
32,Salida en corto,2026-04-29 09:45,Scripted Exit All,1.17115,1,146531.25,137.5,0.09,200,0.14,-143.75,-0.10,-68.75,-0.69,68
32,Entrada en corto,2026-04-29 04:05,Scripted Short,1.17225,1,146531.25,137.5,0.09,200,0.14,-143.75,-0.10,-68.75,-0.69,68
33,Salida en corto,2026-04-29 13:10,Scripted Exit All,1.1705,1,146412.5,100,0.07,112.5,0.08,-118.75,-0.08,31.25,0.31,15
33,Entrada en corto,2026-04-29 11:55,Scripted Short,1.1713,1,146412.5,100,0.07,112.5,0.08,-118.75,-0.08,31.25,0.31,15
34,Salida en corto,2026-04-29 18:05,Scripted Exit All,1.16955,1,146306.25,112.5,0.08,243.75,0.17,-50,-0.03,143.75,1.44,36
34,Entrada en corto,2026-04-29 14:05,Scripted Short,1.17045,1,146306.25,112.5,0.08,243.75,0.17,-50,-0.03,143.75,1.44,36
35,Salida en largo,2026-04-30 06:55,Scripted Exit All,1.1735,1,146475,212.5,0.15,225,0.15,-68.75,-0.05,356.25,3.56,13
35,Entrada en largo,2026-04-30 05:50,Scripted Long,1.1718,1,146475,212.5,0.15,225,0.15,-68.75,-0.05,356.25,3.56,13
36,Salida en largo,2026-05-01 08:20,Scripted Exit All,1.1788,1,146975,375,0.26,387.5,0.26,-43.75,-0.03,731.25,7.31,66
36,Entrada en largo,2026-05-01 02:50,Scripted Long,1.1758,1,146975,375,0.26,387.5,0.26,-43.75,-0.03,731.25,7.31,66
37,Salida en corto,2026-05-05 00:50,Scripted Exit All,1.17055,1,146368.75,50,0.03,56.25,0.04,-12.5,-0.01,781.25,7.81,22
37,Entrada en corto,2026-05-04 23:00,Scripted Short,1.17095,1,146368.75,50,0.03,56.25,0.04,-12.5,-0.01,781.25,7.81,22
38,Salida en corto,2026-05-05 18:55,Scripted Long,1.17245,1,146287.5,-268.75,-0.18,6.25,0.00,-418.75,-0.29,512.5,5.13,186
38,Entrada en corto,2026-05-05 02:25,Scripted Short,1.1703,1,146287.5,-268.75,-0.18,6.25,0.00,-418.75,-0.29,512.5,5.13,186
39,Salida en largo,2026-05-05 19:20,Scripted Exit All,1.17455,1,146556.25,262.5,0.18,275,0.19,0,0.00,775,7.75,5
39,Entrada en largo,2026-05-05 18:55,Scripted Long,1.17245,1,146556.25,262.5,0.18,275,0.19,0,0.00,775,7.75,5
40,Salida en largo,2026-05-06 05:35,Scripted Exit All,1.17915,1,146875,518.75,0.35,562.5,0.38,-43.75,-0.03,1293.75,12.94,61
40,Entrada en largo,2026-05-06 00:30,Scripted Long,1.175,1,146875,518.75,0.35,562.5,0.38,-43.75,-0.03,1293.75,12.94,61
41,Salida en corto,2026-05-06 19:55,Scripted Exit All,1.17675,1,147118.75,25,0.02,31.25,0.02,-37.5,-0.03,1318.75,13.19,34
41,Entrada en corto,2026-05-06 16:05,Scripted Short,1.17695,1,147118.75,25,0.02,31.25,0.02,-37.5,-0.03,1318.75,13.19,34
42,Salida en corto,2026-05-07 14:55,Scripted Exit All,1.1765,1,147081.25,18.75,0.01,137.5,0.09,-400,-0.27,1337.5,13.38,144
42,Entrada en corto,2026-05-07 02:55,Scripted Short,1.17665,1,147081.25,18.75,0.01,137.5,0.09,-400,-0.27,1337.5,13.38,144
43,Salida en corto,2026-05-07 16:45,Scripted Exit All,1.175,1,147006.25,131.25,0.09,137.5,0.09,-100,-0.07,1468.75,14.69,17
43,Entrada en corto,2026-05-07 15:20,Scripted Short,1.17605,1,147006.25,131.25,0.09,137.5,0.09,-100,-0.07,1468.75,14.69,17
44,Salida en largo,2026-05-08 15:05,Scripted Exit All,1.18,1,147462.5,37.5,0.03,125,0.08,-137.5,-0.09,1506.25,15.06,78
44,Entrada en largo,2026-05-08 08:35,Scripted Long,1.1797,1,147462.5,37.5,0.03,125,0.08,-137.5,-0.09,1506.25,15.06,78
45,Salida en corto,2026-05-10 23:25,Scripted Exit All,1.1777,1,147250,37.5,0.03,50,0.03,-137.5,-0.09,1543.75,15.44,64
45,Entrada en corto,2026-05-10 18:05,Scripted Short,1.178,1,147250,37.5,0.03,50,0.03,-137.5,-0.09,1543.75,15.44,64
46,Salida en largo,2026-05-11 09:55,Scripted Exit All,1.18055,1,147425,143.75,0.10,162.5,0.11,0,0.00,1687.5,16.88,11
46,Entrada en largo,2026-05-11 09:00,Scripted Long,1.1794,1,147425,143.75,0.10,162.5,0.11,0,0.00,1687.5,16.88,11
47,Salida en largo,2026-05-11 18:20,Scripted Exit All,1.1806,1,147493.75,81.25,0.06,87.5,0.06,-6.25,0.00,1768.75,17.69,11
47,Entrada en largo,2026-05-11 16:25,Scripted Long,1.17995,1,147493.75,81.25,0.06,87.5,0.06,-6.25,0.00,1768.75,17.69,11
48,Salida en corto,2026-05-12 00:15,Scripted Exit All,1.17745,1,147237.5,56.25,0.04,68.75,0.05,0,0.00,1825,18.25,14
48,Entrada en corto,2026-05-11 23:05,Scripted Short,1.1779,1,147237.5,56.25,0.04,68.75,0.05,0,0.00,1825,18.25,14
49,Salida en corto,2026-05-12 04:10,Scripted Exit All,1.17625,1,147181.25,150,0.10,156.25,0.11,-156.25,-0.11,1975,19.75,36
49,Entrada en corto,2026-05-12 01:10,Scripted Short,1.17745,1,147181.25,150,0.10,156.25,0.11,-156.25,-0.11,1975,19.75,36
50,Salida en largo,2026-05-14 08:35,Scripted Short,1.1717,1,146668.75,-206.25,-0.14,56.25,0.04,-231.25,-0.16,1768.75,17.69,131
50,Entrada en largo,2026-05-13 21:40,Scripted Long,1.17335,1,146668.75,-206.25,-0.14,56.25,0.04,-231.25,-0.16,1768.75,17.69,131
51,Salida en corto,2026-05-14 09:40,Scripted Exit All,1.1704,1,146462.5,162.5,0.11,168.75,0.12,-12.5,-0.01,1931.25,19.31,13
51,Entrada en corto,2026-05-14 08:35,Scripted Short,1.1717,1,146462.5,162.5,0.11,168.75,0.12,-12.5,-0.01,1931.25,19.31,13
52,Salida en corto,2026-05-14 12:40,Scripted Exit All,1.169,1,146275,150,0.10,193.75,0.13,-31.25,-0.02,2081.25,20.81,21
52,Entrada en corto,2026-05-14 10:55,Scripted Short,1.1702,1,146275,150,0.10,193.75,0.13,-31.25,-0.02,2081.25,20.81,21
53,Salida en largo,2026-05-18 18:05,Scripted Exit All,1.1675,1,145768.75,168.75,0.12,193.75,0.13,-225,-0.15,2250,22.50,113
53,Entrada en largo,2026-05-18 07:40,Scripted Long,1.16615,1,145768.75,168.75,0.12,193.75,0.13,-225,-0.15,2250,22.50,113
54,Salida en corto,2026-05-19 04:25,Scripted Exit All,1.1643,1,145650,112.5,0.08,137.5,0.09,-25,-0.02,2362.5,23.63,19
54,Entrada en corto,2026-05-19 02:50,Scripted Short,1.1652,1,145650,112.5,0.08,137.5,0.09,-25,-0.02,2362.5,23.63,19
55,Salida en corto,2026-05-19 09:35,Scripted Exit All,1.16185,1,145343.75,112.5,0.08,137.5,0.09,-137.5,-0.09,2475,24.75,34
55,Entrada en corto,2026-05-19 06:45,Scripted Short,1.16275,1,145343.75,112.5,0.08,137.5,0.09,-137.5,-0.09,2475,24.75,34
56,Salida en corto,2026-05-19 11:10,Scripted Exit All,1.1609,1,145243.75,131.25,0.09,156.25,0.11,-18.75,-0.01,2606.25,26.06,11
56,Entrada en corto,2026-05-19 10:15,Scripted Short,1.16195,1,145243.75,131.25,0.09,156.25,0.11,-18.75,-0.01,2606.25,26.06,11
57,Salida en corto,2026-05-20 10:00,Scripted Exit All,1.1605,1,145118.75,56.25,0.04,150,0.10,-137.5,-0.09,2662.5,26.63,136
57,Entrada en corto,2026-05-19 22:40,Scripted Short,1.16095,1,145118.75,56.25,0.04,150,0.10,-137.5,-0.09,2662.5,26.63,136
58,Salida en largo,2026-05-20 14:25,Scripted Exit All,1.16395,1,145356.25,137.5,0.09,387.5,0.27,-87.5,-0.06,2800,28.00,49
58,Entrada en largo,2026-05-20 10:20,Scripted Long,1.16285,1,145356.25,137.5,0.09,387.5,0.27,-87.5,-0.06,2800,28.00,49
59,Salida en largo,2026-05-26 03:05,Scripted Short,1.16395,1,145725,-231.25,-0.16,81.25,0.06,-250,-0.17,2568.75,25.69,351
59,Entrada en largo,2026-05-24 20:50,Scripted Long,1.1658,1,145725,-231.25,-0.16,81.25,0.06,-250,-0.17,2568.75,25.69,351
60,Salida en corto,2026-05-26 11:20,Scripted Exit All,1.1631,1,145493.75,106.25,0.07,143.75,0.10,-206.25,-0.14,2675,26.75,99
60,Entrada en corto,2026-05-26 03:05,Scripted Short,1.16395,1,145493.75,106.25,0.07,143.75,0.10,-206.25,-0.14,2675,26.75,99
61,Salida en largo,2026-05-27 01:05,Scripted Exit All,1.16535,1,145612.5,56.25,0.04,62.5,0.04,-75,-0.05,2731.25,27.31,58
61,Entrada en largo,2026-05-26 20:15,Scripted Long,1.1649,1,145612.5,56.25,0.04,62.5,0.04,-75,-0.05,2731.25,27.31,58
62,Salida en largo,2026-05-27 08:35,Scripted Exit All,1.1667,1,145706.25,131.25,0.09,187.5,0.13,-162.5,-0.11,2862.5,28.63,70
62,Entrada en largo,2026-05-27 02:45,Scripted Long,1.16565,1,145706.25,131.25,0.09,187.5,0.13,-162.5,-0.11,2862.5,28.63,70
63,Salida en largo,2026-05-28 08:45,Scripted Exit All,1.16415,1,145331.25,187.5,0.13,206.25,0.14,-25,-0.02,3050,30.50,10
63,Entrada en largo,2026-05-28 07:55,Scripted Long,1.16265,1,145331.25,187.5,0.13,206.25,0.14,-25,-0.02,3050,30.50,10
64,Salida en largo,2026-05-28 12:35,Scripted Exit All,1.16675,1,145687.5,156.25,0.11,193.75,0.13,-50,-0.03,3206.25,32.06,28
64,Entrada en largo,2026-05-28 10:15,Scripted Long,1.1655,1,145687.5,156.25,0.11,193.75,0.13,-50,-0.03,3206.25,32.06,28
65,Salida en largo,2026-05-29 11:15,Scripted Exit All,1.16845,1,145775,281.25,0.19,306.25,0.21,0,0.00,3487.5,34.88,5
65,Entrada en largo,2026-05-29 10:50,Scripted Long,1.1662,1,145775,281.25,0.19,306.25,0.21,0,0.00,3487.5,34.88,5
66,Salida en largo,2026-06-01 19:50,Scripted Exit All,1.16425,1,145500,31.25,0.02,37.5,0.03,-6.25,0.00,3518.75,35.19,19
66,Entrada en largo,2026-06-01 18:15,Scripted Long,1.164,1,145500,31.25,0.02,37.5,0.03,-6.25,0.00,3518.75,35.19,19
67,Salida en largo,2026-06-02 01:05,Scripted Exit All,1.1646,1,145531.25,43.75,0.03,50,0.03,-87.5,-0.06,3562.5,35.63,46
67,Entrada en largo,2026-06-01 21:15,Scripted Long,1.16425,1,145531.25,43.75,0.03,50,0.03,-87.5,-0.06,3562.5,35.63,46
68,Salida en largo,2026-06-02 02:25,Scripted Exit All,1.1654,1,145568.75,106.25,0.07,112.5,0.08,-6.25,0.00,3668.75,36.69,4
68,Entrada en largo,2026-06-02 02:05,Scripted Long,1.16455,1,145568.75,106.25,0.07,112.5,0.08,-6.25,0.00,3668.75,36.69,4
69,Salida en corto,2026-06-05 08:45,Scripted Exit All,1.1611,1,145200,62.5,0.04,81.25,0.06,-406.25,-0.28,3731.25,37.31,150
69,Entrada en corto,2026-06-04 20:15,Scripted Short,1.1616,1,145200,62.5,0.04,81.25,0.06,-406.25,-0.28,3731.25,37.31,150
70,Salida en corto,2026-06-08 02:35,Scripted Exit All,1.15235,1,144050,6.25,0.00,143.75,0.10,-243.75,-0.17,3737.5,37.38,113
70,Entrada en corto,2026-06-05 16:10,Scripted Short,1.1524,1,144050,6.25,0.00,143.75,0.10,-243.75,-0.17,3737.5,37.38,113
71,Salida en largo,2026-06-09 00:50,Scripted Exit All,1.15515,1,144281.25,112.5,0.08,112.5,0.08,-6.25,0.00,3850,38.50,8
71,Entrada en largo,2026-06-09 00:10,Scripted Long,1.15425,1,144281.25,112.5,0.08,112.5,0.08,-6.25,0.00,3850,38.50,8
72,Salida en largo,2026-06-09 05:50,Scripted Exit All,1.15635,1,144412.5,131.25,0.09,137.5,0.10,-18.75,-0.01,3981.25,39.81,11
72,Entrada en largo,2026-06-09 04:55,Scripted Long,1.1553,1,144412.5,131.25,0.09,137.5,0.10,-18.75,-0.01,3981.25,39.81,11
73,Salida en corto,2026-06-10 03:20,Scripted Long,1.15605,1,144218.75,-287.5,-0.20,18.75,0.01,-293.75,-0.20,3693.75,36.94,79
73,Entrada en corto,2026-06-09 20:45,Scripted Short,1.15375,1,144218.75,-287.5,-0.20,18.75,0.01,-293.75,-0.20,3693.75,36.94,79
74,Salida en largo,2026-06-10 09:50,Scripted Exit All,1.1575,1,144506.25,181.25,0.13,193.75,0.13,-281.25,-0.19,3875,38.75,78
74,Entrada en largo,2026-06-10 03:20,Scripted Long,1.15605,1,144506.25,181.25,0.13,193.75,0.13,-281.25,-0.19,3875,38.75,78
75,Salida en corto,2026-06-11 12:00,Scripted Exit All,1.1516,1,144193.75,243.75,0.17,256.25,0.18,-112.5,-0.08,4118.75,41.19,45
75,Entrada en corto,2026-06-11 08:15,Scripted Short,1.15355,1,144193.75,243.75,0.17,256.25,0.18,-112.5,-0.08,4118.75,41.19,45
76,Salida en largo,2026-06-15 01:15,Scripted Exit All,1.1662,1,145331.25,443.75,0.31,475,0.33,-300,-0.21,4562.5,45.63,239
76,Entrada en largo,2026-06-12 04:20,Scripted Long,1.16265,1,145331.25,443.75,0.31,475,0.33,-300,-0.21,4562.5,45.63,239
77,Salida en largo,2026-06-16 00:05,Scripted Short,1.1626,1,145656.25,-331.25,-0.23,131.25,0.09,-350,-0.24,4231.25,42.31,209
77,Entrada en largo,2026-06-15 05:40,Scripted Long,1.16525,1,145656.25,-331.25,-0.23,131.25,0.09,-350,-0.24,4231.25,42.31,209
78,Salida en corto,2026-06-16 01:15,Scripted Exit All,1.16195,1,145325,81.25,0.06,100,0.07,0,0.00,4312.5,43.13,14
78,Entrada en corto,2026-06-16 00:05,Scripted Short,1.1626,1,145325,81.25,0.06,100,0.07,0,0.00,4312.5,43.13,14
79,Salida en largo,2026-06-18 21:40,Scripted Short,1.1499,1,145612.5,-1875,-1.29,156.25,0.11,-1962.5,-1.35,2437.5,24.38,725
79,Entrada en largo,2026-06-16 06:15,Scripted Long,1.1649,1,145612.5,-1875,-1.29,156.25,0.11,-1962.5,-1.35,2437.5,24.38,725
80,Salida en corto,2026-06-18 22:20,Scripted Exit All,1.14935,1,143737.5,68.75,0.05,87.5,0.06,-6.25,0.00,2506.25,25.06,8
80,Entrada en corto,2026-06-18 21:40,Scripted Short,1.1499,1,143737.5,68.75,0.05,87.5,0.06,-6.25,0.00,2506.25,25.06,8
81,Salida en largo,2026-06-23 10:00,Scripted Short,1.14295,1,143806.25,-937.5,-0.65,150,0.10,-1031.25,-0.72,1568.75,15.69,539
81,Entrada en largo,2026-06-19 07:05,Scripted Long,1.15045,1,143806.25,-937.5,-0.65,150,0.10,-1031.25,-0.72,1568.75,15.69,539
82,Salida en corto,2026-06-23 10:35,Scripted Exit All,1.14185,1,142868.75,137.5,0.10,212.5,0.15,-18.75,-0.01,1706.25,17.06,7
82,Entrada en corto,2026-06-23 10:00,Scripted Short,1.14295,1,142868.75,137.5,0.10,212.5,0.15,-18.75,-0.01,1706.25,17.06,7
83,Salida en corto,2026-06-23 21:20,Scripted Exit All,1.14125,1,142725,68.75,0.05,93.75,0.07,-43.75,-0.03,1775,17.75,16
83,Entrada en corto,2026-06-23 20:00,Scripted Short,1.1418,1,142725,68.75,0.05,93.75,0.07,-43.75,-0.03,1775,17.75,16
84,Salida en largo,2026-06-24 21:20,Scripted Exit All,1.1404,1,142468.75,81.25,0.06,87.5,0.06,-150,-0.11,1856.25,18.56,63
84,Entrada en largo,2026-06-24 15:05,Scripted Long,1.13975,1,142468.75,81.25,0.06,87.5,0.06,-150,-0.11,1856.25,18.56,63
85,Salida en corto,2026-06-26 03:35,Scripted Long,1.14175,1,142475,-243.75,-0.17,81.25,0.06,-268.75,-0.19,1612.5,16.13,72
85,Entrada en corto,2026-06-25 21:35,Scripted Short,1.1398,1,142475,-243.75,-0.17,81.25,0.06,-268.75,-0.19,1612.5,16.13,72
86,Salida en largo,2026-06-26 04:20,Scripted Exit All,1.14345,1,142718.75,212.5,0.15,250,0.18,0,0.00,1825,18.25,9
86,Entrada en largo,2026-06-26 03:35,Scripted Long,1.14175,1,142718.75,212.5,0.15,250,0.18,0,0.00,1825,18.25,9
87,Salida en largo,2026-06-29 10:35,Scripted Exit All,1.1455,1,143075,112.5,0.08,137.5,0.10,-112.5,-0.08,1937.5,19.38,31
87,Entrada en largo,2026-06-29 08:00,Scripted Long,1.1446,1,143075,112.5,0.08,137.5,0.10,-112.5,-0.08,1937.5,19.38,31
88,Salida en largo,2026-06-30 22:35,Scripted Short,1.1439,1,143287.5,-300,-0.21,118.75,0.08,-556.25,-0.39,1637.5,16.38,345
88,Entrada en largo,2026-06-29 15:50,Scripted Long,1.1463,1,143287.5,-300,-0.21,118.75,0.08,-556.25,-0.39,1637.5,16.38,345
89,Salida en corto,2026-07-01 03:25,Scripted Exit All,1.143,1,142987.5,112.5,0.08,118.75,0.08,-100,-0.07,1750,17.50,58
89,Entrada en corto,2026-06-30 22:35,Scripted Short,1.1439,1,142987.5,112.5,0.08,118.75,0.08,-100,-0.07,1750,17.50,58
90,Salida en corto,2026-07-02 07:20,Scripted Long,1.14485,1,142650,-456.25,-0.32,43.75,0.03,-543.75,-0.38,1293.75,12.94,132
90,Entrada en corto,2026-07-01 20:20,Scripted Short,1.1412,1,142650,-456.25,-0.32,43.75,0.03,-543.75,-0.38,1293.75,12.94,132
91,Salida en largo,2026-07-02 21:25,Scripted Exit All,1.1477,1,143106.25,356.25,0.25,725,0.51,-237.5,-0.17,1650,16.50,157
91,Entrada en largo,2026-07-02 07:20,Scripted Long,1.14485,1,143106.25,356.25,0.25,725,0.51,-237.5,-0.17,1650,16.50,157
92,Salida en corto,2026-07-07 18:20,Scripted Exit All,1.1439,1,143081.25,93.75,0.07,106.25,0.07,-425,-0.30,1743.75,17.44,379
