Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,Rentabilidad %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %,Duration (bars)
97,Salida en corto,2026-06-22 11:20,Scripted Exit All,7537.75,1,378400,1512.5,0.40,2037.5,0.54,-1562.5,-0.41,19875,198.75,28
97,Entrada en corto,2026-06-22 09:00,Scripted Short,7568,1,378400,1512.5,0.40,2037.5,0.54,-1562.5,-0.41,19875,198.75,28
98,Salida en corto,2026-06-23 22:55,Scripted Exit All,7434,1,372362.5,662.5,0.18,750,0.20,-350,-0.09,20537.5,205.38,22
98,Entrada en corto,2026-06-23 21:05,Scripted Short,7447.25,1,372362.5,662.5,0.18,750,0.20,-350,-0.09,20537.5,205.38,22
99,Salida en largo,2026-06-24 01:10,Scripted Exit All,7451.5,1,372237.5,337.5,0.09,387.5,0.10,-500,-0.13,20875,208.75,23
99,Entrada en largo,2026-06-23 23:15,Scripted Long,7444.75,1,372237.5,337.5,0.09,387.5,0.10,-500,-0.13,20875,208.75,23
100,Salida en corto,2026-06-24 09:15,Scripted Exit All,7443,1,372512.5,362.5,0.10,550,0.15,-850,-0.23,21237.5,212.37,88
100,Entrada en corto,2026-06-24 01:55,Scripted Short,7450.25,1,372512.5,362.5,0.10,550,0.15,-850,-0.23,21237.5,212.37,88
101,Salida en corto,2026-06-24 13:40,Scripted Exit All,7420.25,1,372700,1687.5,0.45,2312.5,0.62,-362.5,-0.10,22925,229.25,9
101,Entrada en corto,2026-06-24 12:55,Scripted Short,7454,1,372700,1687.5,0.45,2312.5,0.62,-362.5,-0.10,22925,229.25,9
102,Salida en largo,2026-06-24 19:45,Scripted Exit All,7474.5,1,371975,1750,0.47,2362.5,0.64,-1762.5,-0.47,24675,246.75,52
102,Entrada en largo,2026-06-24 14:25,Scripted Long,7439.5,1,371975,1750,0.47,2362.5,0.64,-1762.5,-0.47,24675,246.75,52
103,Salida en largo,2026-06-25 19:25,Scripted Exit All,7449.5,1,372250,225,0.06,1537.5,0.41,-1837.5,-0.49,24900,249.00,99
103,Entrada en largo,2026-06-25 10:10,Scripted Long,7445,1,372250,225,0.06,1537.5,0.41,-1837.5,-0.49,24900,249.00,99
104,Salida en corto,2026-06-26 15:15,Scripted Long,7420.5,1,369750,-1275,-0.34,1750,0.47,-3225,-0.87,23625,236.25,145
104,Entrada en corto,2026-06-26 03:10,Scripted Short,7395,1,369750,-1275,-0.34,1750,0.47,-3225,-0.87,23625,236.25,145
105,Salida en largo,2026-06-28 19:35,Scripted Exit All,7451,1,371025,1525,0.41,1612.5,0.43,-2600,-0.70,25150,251.50,40
105,Entrada en largo,2026-06-26 15:15,Scripted Long,7420.5,1,371025,1525,0.41,1612.5,0.43,-2600,-0.70,25150,251.50,40
106,Salida en corto,2026-06-30 05:50,Scripted Long,7507.75,1,372562.5,-2825,-0.76,2112.5,0.57,-3187.5,-0.86,22325,223.25,286
106,Entrada en corto,2026-06-29 05:00,Scripted Short,7451.25,1,372562.5,-2825,-0.76,2112.5,0.57,-3187.5,-0.86,22325,223.25,286
107,Salida en largo,2026-06-30 07:15,Scripted Exit All,7516.75,1,375387.5,450,0.12,462.5,0.12,-187.5,-0.05,22775,227.75,17
107,Entrada en largo,2026-06-30 05:50,Scripted Long,7507.75,1,375387.5,450,0.12,462.5,0.12,-187.5,-0.05,22775,227.75,17
108,Salida en corto,2026-06-30 08:30,Scripted Exit All,7496,1,375537.5,737.5,0.20,750,0.20,-12.5,0.00,23512.5,235.12,6
108,Entrada en corto,2026-06-30 08:00,Scripted Short,7510.75,1,375537.5,737.5,0.20,750,0.20,-12.5,0.00,23512.5,235.12,6
109,Salida en largo,2026-06-30 10:00,Scripted Exit All,7526.75,1,375075,1262.5,0.34,1325,0.35,-112.5,-0.03,24775,247.75,4
109,Entrada en largo,2026-06-30 09:40,Scripted Long,7501.5,1,375075,1262.5,0.34,1325,0.35,-112.5,-0.03,24775,247.75,4
110,Salida en corto,2026-06-30 18:10,Scripted Long,7547,1,376050,-1300,-0.35,212.5,0.06,-2337.5,-0.62,23475,234.75,75
110,Entrada en corto,2026-06-30 10:55,Scripted Short,7521,1,376050,-1300,-0.35,212.5,0.06,-2337.5,-0.62,23475,234.75,75
111,Salida en largo,2026-07-01 11:20,Scripted Exit All,7568.75,1,377350,1087.5,0.29,1175,0.31,-2062.5,-0.55,24562.5,245.62,206
111,Entrada en largo,2026-06-30 18:10,Scripted Long,7547,1,377350,1087.5,0.29,1175,0.31,-2062.5,-0.55,24562.5,245.62,206
112,Salida en largo,2026-07-02 06:05,Scripted Short,7532.5,1,377425,-800,-0.21,325,0.09,-1412.5,-0.37,23762.5,237.63,61
112,Entrada en largo,2026-07-02 01:00,Scripted Long,7548.5,1,377425,-800,-0.21,325,0.09,-1412.5,-0.37,23762.5,237.63,61
113,Salida en corto,2026-07-02 12:05,Scripted Exit All,7523.5,1,376625,450,0.12,775,0.21,-3062.5,-0.81,24212.5,242.13,72
113,Entrada en corto,2026-07-02 06:05,Scripted Short,7532.5,1,376625,450,0.12,775,0.21,-3062.5,-0.81,24212.5,242.13,72
114,Salida en largo,2026-07-03 09:50,Scripted Short,7550,1,377600,-100,-0.03,362.5,0.10,-275,-0.07,24112.5,241.13,49
114,Entrada en largo,2026-07-03 05:45,Scripted Long,7552,1,377600,-100,-0.03,362.5,0.10,-275,-0.07,24112.5,241.13,49
115,Salida en corto,2026-07-05 23:45,Scripted Exit All,7541.75,1,377500,412.5,0.11,475,0.13,-1212.5,-0.32,24525,245.25,107
115,Entrada en corto,2026-07-03 09:50,Scripted Short,7550,1,377500,412.5,0.11,475,0.13,-1212.5,-0.32,24525,245.25,107
116,Salida en largo,2026-07-07 22:05,Scripted Short,7550,1,379487.5,-1987.5,-0.52,262.5,0.07,-3012.5,-0.79,22537.5,225.38,297
116,Entrada en largo,2026-07-06 20:20,Scripted Long,7589.75,1,379487.5,-1987.5,-0.52,262.5,0.07,-3012.5,-0.79,22537.5,225.38,297
117,Salida en corto,2026-07-08 01:45,Scripted Exit All,7544.25,1,377500,287.5,0.08,362.5,0.10,-575,-0.15,22825,228.25,44
117,Entrada en corto,2026-07-07 22:05,Scripted Short,7550,1,377500,287.5,0.08,362.5,0.10,-575,-0.15,22825,228.25,44
118,Salida en largo,2026-07-08 13:00,Scripted Exit All,7522,1,374887.5,1212.5,0.32,1250,0.33,-162.5,-0.04,24037.5,240.38,9
118,Entrada en largo,2026-07-08 12:15,Scripted Long,7497.75,1,374887.5,1212.5,0.32,1250,0.33,-162.5,-0.04,24037.5,240.38,9
119,Salida en corto,2026-07-09 21:00,Scripted Long,7580.75,1,375950,-3087.5,-0.82,550,0.15,-3800,-1.01,20950,209.50,350
119,Entrada en corto,2026-07-08 13:50,Scripted Short,7519,1,375950,-3087.5,-0.82,550,0.15,-3800,-1.01,20950,209.50,350
120,Salida en largo,2026-07-09 23:00,Scripted Exit All,7586.25,1,379037.5,275,0.07,287.5,0.08,-237.5,-0.06,21225,212.25,24
120,Entrada en largo,2026-07-09 21:00,Scripted Long,7580.75,1,379037.5,275,0.07,287.5,0.08,-237.5,-0.06,21225,212.25,24
121,Salida en corto,2026-07-10 00:50,Scripted Exit All,7579.5,1,379200,225,0.06,225,0.06,-37.5,-0.01,21450,214.50,17
121,Entrada en corto,2026-07-09 23:25,Scripted Short,7584,1,379200,225,0.06,225,0.06,-37.5,-0.01,21450,214.50,17
122,Salida en largo,2026-07-10 06:35,Scripted Exit All,7588.5,1,378950,475,0.13,512.5,0.14,-525,-0.14,21925,219.25,54
122,Entrada en largo,2026-07-10 02:05,Scripted Long,7579,1,378950,475,0.13,512.5,0.14,-525,-0.14,21925,219.25,54
