Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,Rentabilidad %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %,Duration (bars)
94,Entrada en corto,2026-06-12 04:40,Scripted Short,7412,1,370600,-312.5,-0.08,2275,0.61,-1962.5,-0.53,28962.5,289.63,66
95,Salida en largo,2026-06-12 11:25,Scripted Exit All,7459.75,1,370912.5,2075,0.56,2162.5,0.58,-1487.5,-0.40,31037.5,310.38,15
95,Entrada en largo,2026-06-12 10:10,Scripted Long,7418.25,1,370912.5,2075,0.56,2162.5,0.58,-1487.5,-0.40,31037.5,310.38,15
96,Salida en corto,2026-06-15 15:50,Scripted Long,7629.5,1,371312.5,-10162.5,-2.74,1400,0.38,-11125,-3.00,20875,208.75,325
96,Entrada en corto,2026-06-12 11:45,Scripted Short,7426.25,1,371312.5,-10162.5,-2.74,1400,0.38,-11125,-3.00,20875,208.75,325
97,Salida en largo,2026-06-16 00:10,Scripted Short,7621.5,1,381475,-400,-0.10,112.5,0.03,-875,-0.23,20475,204.75,88
97,Entrada en largo,2026-06-15 15:50,Scripted Long,7629.5,1,381475,-400,-0.10,112.5,0.03,-875,-0.23,20475,204.75,88
98,Salida en corto,2026-06-16 11:50,Scripted Exit All,7604.25,1,381075,862.5,0.23,1125,0.30,-762.5,-0.20,21337.5,213.38,140
98,Entrada en corto,2026-06-16 00:10,Scripted Short,7621.5,1,381075,862.5,0.23,1125,0.30,-762.5,-0.20,21337.5,213.38,140
99,Salida en corto,2026-06-18 00:30,Scripted Exit All,7546.5,1,377537.5,212.5,0.06,300,0.08,-525,-0.14,21550,215.50,42
99,Entrada en corto,2026-06-17 21:00,Scripted Short,7550.75,1,377537.5,212.5,0.06,300,0.08,-525,-0.14,21550,215.50,42
100,Salida en corto,2026-06-18 21:35,Scripted Exit All,7553.25,1,377825,162.5,0.04,1287.5,0.34,-1325,-0.35,21712.5,217.13,193
100,Entrada en corto,2026-06-18 04:30,Scripted Short,7556.5,1,377825,162.5,0.04,1287.5,0.34,-1325,-0.35,21712.5,217.13,193
101,Salida en largo,2026-06-19 11:05,Scripted Exit All,7565.75,1,377225,1062.5,0.28,1125,0.30,-562.5,-0.15,22775,227.75,40
101,Entrada en largo,2026-06-19 07:45,Scripted Long,7544.5,1,377225,1062.5,0.28,1125,0.30,-562.5,-0.15,22775,227.75,40
102,Salida en corto,2026-06-22 11:20,Scripted Exit All,7537.75,1,378400,1512.5,0.40,2037.5,0.54,-1562.5,-0.41,24287.5,242.88,28
102,Entrada en corto,2026-06-22 09:00,Scripted Short,7568,1,378400,1512.5,0.40,2037.5,0.54,-1562.5,-0.41,24287.5,242.88,28
103,Salida en corto,2026-06-23 22:55,Scripted Exit All,7434,1,372362.5,662.5,0.18,750,0.20,-350,-0.09,24950,249.50,22
103,Entrada en corto,2026-06-23 21:05,Scripted Short,7447.25,1,372362.5,662.5,0.18,750,0.20,-350,-0.09,24950,249.50,22
104,Salida en largo,2026-06-24 01:10,Scripted Exit All,7451.5,1,372237.5,337.5,0.09,387.5,0.10,-500,-0.13,25287.5,252.88,23
104,Entrada en largo,2026-06-23 23:15,Scripted Long,7444.75,1,372237.5,337.5,0.09,387.5,0.10,-500,-0.13,25287.5,252.88,23
105,Salida en corto,2026-06-24 09:15,Scripted Exit All,7443,1,372512.5,362.5,0.10,550,0.15,-850,-0.23,25650,256.50,88
105,Entrada en corto,2026-06-24 01:55,Scripted Short,7450.25,1,372512.5,362.5,0.10,550,0.15,-850,-0.23,25650,256.50,88
106,Salida en corto,2026-06-24 13:40,Scripted Exit All,7420.25,1,372700,1687.5,0.45,2312.5,0.62,-362.5,-0.10,27337.5,273.38,9
106,Entrada en corto,2026-06-24 12:55,Scripted Short,7454,1,372700,1687.5,0.45,2312.5,0.62,-362.5,-0.10,27337.5,273.38,9
107,Salida en largo,2026-06-24 19:45,Scripted Exit All,7474.5,1,371975,1750,0.47,2362.5,0.64,-1762.5,-0.47,29087.5,290.88,52
107,Entrada en largo,2026-06-24 14:25,Scripted Long,7439.5,1,371975,1750,0.47,2362.5,0.64,-1762.5,-0.47,29087.5,290.88,52
108,Salida en largo,2026-06-25 19:25,Scripted Exit All,7449.5,1,372250,225,0.06,1537.5,0.41,-1837.5,-0.49,29312.5,293.13,99
108,Entrada en largo,2026-06-25 10:10,Scripted Long,7445,1,372250,225,0.06,1537.5,0.41,-1837.5,-0.49,29312.5,293.13,99
109,Salida en corto,2026-06-26 15:15,Scripted Long,7420.5,1,369750,-1275,-0.34,1750,0.47,-3225,-0.87,28037.5,280.38,145
109,Entrada en corto,2026-06-26 03:10,Scripted Short,7395,1,369750,-1275,-0.34,1750,0.47,-3225,-0.87,28037.5,280.38,145
110,Salida en largo,2026-06-28 19:35,Scripted Exit All,7451,1,371025,1525,0.41,1612.5,0.43,-2600,-0.70,29562.5,295.63,40
110,Entrada en largo,2026-06-26 15:15,Scripted Long,7420.5,1,371025,1525,0.41,1612.5,0.43,-2600,-0.70,29562.5,295.63,40
111,Salida en corto,2026-06-30 05:50,Scripted Long,7507.75,1,372562.5,-2825,-0.76,2112.5,0.57,-3187.5,-0.86,26737.5,267.38,286
111,Entrada en corto,2026-06-29 05:00,Scripted Short,7451.25,1,372562.5,-2825,-0.76,2112.5,0.57,-3187.5,-0.86,26737.5,267.38,286
112,Salida en largo,2026-06-30 07:15,Scripted Exit All,7516.75,1,375387.5,450,0.12,462.5,0.12,-187.5,-0.05,27187.5,271.88,17
112,Entrada en largo,2026-06-30 05:50,Scripted Long,7507.75,1,375387.5,450,0.12,462.5,0.12,-187.5,-0.05,27187.5,271.88,17
113,Salida en corto,2026-06-30 08:30,Scripted Exit All,7496,1,375537.5,737.5,0.20,750,0.20,-12.5,0.00,27925,279.25,6
113,Entrada en corto,2026-06-30 08:00,Scripted Short,7510.75,1,375537.5,737.5,0.20,750,0.20,-12.5,0.00,27925,279.25,6
114,Salida en largo,2026-06-30 10:00,Scripted Exit All,7526.75,1,375075,1262.5,0.34,1325,0.35,-112.5,-0.03,29187.5,291.88,4
114,Entrada en largo,2026-06-30 09:40,Scripted Long,7501.5,1,375075,1262.5,0.34,1325,0.35,-112.5,-0.03,29187.5,291.88,4
115,Salida en corto,2026-06-30 18:10,Scripted Long,7547,1,376050,-1300,-0.35,212.5,0.06,-2337.5,-0.62,27887.5,278.88,75
115,Entrada en corto,2026-06-30 10:55,Scripted Short,7521,1,376050,-1300,-0.35,212.5,0.06,-2337.5,-0.62,27887.5,278.88,75
116,Salida en largo,2026-07-01 11:20,Scripted Exit All,7568.75,1,377350,1087.5,0.29,1175,0.31,-2062.5,-0.55,28975,289.75,206
116,Entrada en largo,2026-06-30 18:10,Scripted Long,7547,1,377350,1087.5,0.29,1175,0.31,-2062.5,-0.55,28975,289.75,206
117,Salida en largo,2026-07-02 06:05,Scripted Short,7532.5,1,377425,-800,-0.21,325,0.09,-1412.5,-0.37,28175,281.75,61
117,Entrada en largo,2026-07-02 01:00,Scripted Long,7548.5,1,377425,-800,-0.21,325,0.09,-1412.5,-0.37,28175,281.75,61
118,Salida en corto,2026-07-02 12:05,Scripted Exit All,7523.5,1,376625,450,0.12,775,0.21,-3062.5,-0.81,28625,286.25,72
118,Entrada en corto,2026-07-02 06:05,Scripted Short,7532.5,1,376625,450,0.12,775,0.21,-3062.5,-0.81,28625,286.25,72
119,Salida en largo,2026-07-03 09:50,Scripted Short,7550,1,377600,-100,-0.03,362.5,0.10,-275,-0.07,28525,285.25,49
119,Entrada en largo,2026-07-03 05:45,Scripted Long,7552,1,377600,-100,-0.03,362.5,0.10,-275,-0.07,28525,285.25,49
120,Salida en corto,2026-07-03 12:55,Apertura,7557,1,377500,-350,-0.09,37.5,0.01,-587.5,-0.16,28175,281.75,37
120,Entrada en corto,2026-07-03 09:50,Scripted Short,7550,1,377500,-350,-0.09,37.5,0.01,-587.5,-0.16,28175,281.75,37
