Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,Rentabilidad %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %,Duración (barras)
47,Salida en corto,2026-04-16 04:10,Scripted Exit All,7068,1,353700,300,0.08,400,0.11,-150,-0.04,24625,246.25,12
47,Entrada en corto,2026-04-16 03:10,Scripted Short,7074,1,353700,300,0.08,400,0.11,-150,-0.04,24625,246.25,12
48,Salida en largo,2026-04-16 06:05,Scripted Exit All,7069.75,1,353300,187.5,0.05,225,0.06,-50,-0.01,24812.5,248.13,16
48,Entrada en largo,2026-04-16 04:45,Scripted Long,7066,1,353300,187.5,0.05,225,0.06,-50,-0.01,24812.5,248.13,16
49,Salida en corto,2026-04-16 10:20,Scripted Exit All,7050.25,1,353375,862.5,0.24,1050,0.30,-175,-0.05,25675,256.75,8
49,Entrada en corto,2026-04-16 09:40,Scripted Short,7067.5,1,353375,862.5,0.24,1050,0.30,-175,-0.05,25675,256.75,8
50,Salida en largo,2026-04-16 12:10,Scripted Exit All,7084.75,1,353337.5,900,0.25,1000,0.28,-112.5,-0.03,26575,265.75,13
50,Entrada en largo,2026-04-16 11:05,Scripted Long,7066.75,1,353337.5,900,0.25,1000,0.28,-112.5,-0.03,26575,265.75,13
51,Salida en largo,2026-04-16 16:40,Scripted Exit All,7078.75,1,353575,362.5,0.10,462.5,0.13,-200,-0.06,26937.5,269.38,19
51,Entrada en largo,2026-04-16 15:05,Scripted Long,7071.5,1,353575,362.5,0.10,462.5,0.13,-200,-0.06,26937.5,269.38,19
52,Salida en largo,2026-04-17 04:30,Scripted Exit All,7087.5,1,354037.5,337.5,0.10,362.5,0.10,-275,-0.08,27275,272.75,52
52,Entrada en largo,2026-04-17 00:10,Scripted Long,7080.75,1,354037.5,337.5,0.10,362.5,0.10,-275,-0.08,27275,272.75,52
53,Salida en largo,2026-04-20 14:40,Scripted Short,7139.5,1,358087.5,-1112.5,-0.31,225,0.06,-3837.5,-1.07,26162.5,261.63,264
53,Entrada en largo,2026-04-17 15:40,Scripted Long,7161.75,1,358087.5,-1112.5,-0.31,225,0.06,-3837.5,-1.07,26162.5,261.63,264
54,Salida en corto,2026-04-21 11:40,Scripted Exit All,7126.5,1,356975,650,0.18,1012.5,0.28,-2175,-0.61,26812.5,268.13,240
54,Entrada en corto,2026-04-20 14:40,Scripted Short,7139.5,1,356975,650,0.18,1012.5,0.28,-2175,-0.61,26812.5,268.13,240
55,Salida en corto,2026-04-22 01:00,Scripted Exit All,7130.25,1,356750,237.5,0.07,275,0.08,-400,-0.11,27050,270.50,50
55,Entrada en corto,2026-04-21 20:50,Scripted Short,7135,1,356750,237.5,0.07,275,0.08,-400,-0.11,27050,270.50,50
56,Salida en corto,2026-04-22 20:30,Scripted Long,7153.25,1,356962.5,-700,-0.20,1687.5,0.47,-1687.5,-0.47,26350,263.50,184
56,Entrada en corto,2026-04-22 04:10,Scripted Short,7139.25,1,356962.5,-700,-0.20,1687.5,0.47,-1687.5,-0.47,26350,263.50,184
57,Salida en largo,2026-04-23 08:15,Scripted Exit All,7164.5,1,357662.5,562.5,0.16,812.5,0.23,-1725,-0.48,26912.5,269.13,141
57,Entrada en largo,2026-04-22 20:30,Scripted Long,7153.25,1,357662.5,562.5,0.16,812.5,0.23,-1725,-0.48,26912.5,269.13,141
58,Salida en corto,2026-04-27 09:35,Scripted Long,7191.5,1,356587.5,-2987.5,-0.84,112.5,0.03,-3837.5,-1.08,23925,239.25,464
58,Entrada en corto,2026-04-23 16:55,Scripted Short,7131.75,1,356587.5,-2987.5,-0.84,112.5,0.03,-3837.5,-1.08,23925,239.25,464
59,Salida en largo,2026-04-27 13:10,Scripted Exit All,7197,1,359575,275,0.08,375,0.10,-725,-0.20,24200,242.00,43
59,Entrada en largo,2026-04-27 09:35,Scripted Long,7191.5,1,359575,275,0.08,375,0.10,-725,-0.20,24200,242.00,43
60,Salida en largo,2026-04-28 15:35,Scripted Short,7166.75,1,360525,-2187.5,-0.61,125,0.03,-3212.5,-0.89,22012.5,220.13,193
60,Entrada en largo,2026-04-27 23:30,Scripted Long,7210.5,1,360525,-2187.5,-0.61,125,0.03,-3212.5,-0.89,22012.5,220.13,193
61,Salida en corto,2026-04-29 04:30,Scripted Long,7175.5,1,358337.5,-437.5,-0.12,25,0.01,-1087.5,-0.30,21575,215.75,143
61,Entrada en corto,2026-04-28 15:35,Scripted Short,7166.75,1,358337.5,-437.5,-0.12,25,0.01,-1087.5,-0.30,21575,215.75,143
62,Salida en largo,2026-04-29 07:10,Scripted Short,7174.75,1,358775,-37.5,-0.01,275,0.08,-450,-0.13,21537.5,215.38,32
62,Entrada en largo,2026-04-29 04:30,Scripted Long,7175.5,1,358775,-37.5,-0.01,275,0.08,-450,-0.13,21537.5,215.38,32
63,Salida en corto,2026-04-29 08:35,Scripted Exit All,7163,1,358737.5,587.5,0.16,675,0.19,-262.5,-0.07,22125,221.25,17
63,Entrada en corto,2026-04-29 07:10,Scripted Short,7174.75,1,358737.5,587.5,0.16,675,0.19,-262.5,-0.07,22125,221.25,17
64,Salida en largo,2026-04-29 10:45,Scripted Exit All,7172,1,358075,525,0.15,687.5,0.19,-50,-0.01,22650,226.50,7
64,Entrada en largo,2026-04-29 10:10,Scripted Long,7161.5,1,358075,525,0.15,687.5,0.19,-50,-0.01,22650,226.50,7
65,Salida en corto,2026-05-01 13:25,Scripted Long,7279,1,362912.5,-1037.5,-0.29,62.5,0.02,-2125,-0.59,21612.5,216.13,56
65,Entrada en corto,2026-05-01 08:45,Scripted Short,7258.25,1,362912.5,-1037.5,-0.29,62.5,0.02,-2125,-0.59,21612.5,216.13,56
66,Salida en largo,2026-05-04 11:00,Scripted Short,7259,1,363950,-1000,-0.27,237.5,0.07,-3262.5,-0.90,20612.5,206.12,247
66,Entrada en largo,2026-05-01 13:25,Scripted Long,7279,1,363950,-1000,-0.27,237.5,0.07,-3262.5,-0.90,20612.5,206.12,247
67,Salida en corto,2026-05-04 11:25,Scripted Exit All,7226.5,1,362950,1625,0.45,1762.5,0.49,-262.5,-0.07,22237.5,222.38,5
67,Entrada en corto,2026-05-04 11:00,Scripted Short,7259,1,362950,1625,0.45,1762.5,0.49,-262.5,-0.07,22237.5,222.38,5
68,Salida en largo,2026-05-04 22:45,Scripted Exit All,7240,1,361625,375,0.10,425,0.12,-750,-0.21,22612.5,226.13,101
68,Entrada en largo,2026-05-04 13:20,Scripted Long,7232.5,1,361625,375,0.10,425,0.12,-750,-0.21,22612.5,226.13,101
69,Salida en largo,2026-05-06 10:40,Scripted Exit All,7362.25,1,367050,1062.5,0.29,1087.5,0.30,-475,-0.13,23675,236.75,13
69,Entrada en largo,2026-05-06 09:35,Scripted Long,7341,1,367050,1062.5,0.29,1087.5,0.30,-475,-0.13,23675,236.75,13
70,Salida en corto,2026-05-07 20:00,Scripted Long,7363,1,368212.5,62.5,0.02,1400,0.38,-2312.5,-0.63,23737.5,237.37,364
70,Entrada en corto,2026-05-06 11:40,Scripted Short,7364.25,1,368212.5,62.5,0.02,1400,0.38,-2312.5,-0.63,23737.5,237.37,364
71,Salida en largo,2026-05-07 21:15,Scripted Exit All,7377.25,1,368150,712.5,0.19,762.5,0.21,0,0.00,24450,244.50,15
71,Entrada en largo,2026-05-07 20:00,Scripted Long,7363,1,368150,712.5,0.19,762.5,0.21,0,0.00,24450,244.50,15
72,Salida en corto,2026-05-11 22:10,Scripted Long,7425.25,1,368537.5,-2725,-0.74,25,0.01,-4200,-1.14,21725,217.25,546
72,Entrada en corto,2026-05-07 22:40,Scripted Short,7370.75,1,368537.5,-2725,-0.74,25,0.01,-4200,-1.14,21725,217.25,546
73,Salida en largo,2026-05-12 16:00,Scripted Exit All,7428,1,371262.5,137.5,0.04,425,0.11,-3100,-0.83,21862.5,218.62,214
73,Entrada en largo,2026-05-11 22:10,Scripted Long,7425.25,1,371262.5,137.5,0.04,425,0.11,-3100,-0.83,21862.5,218.62,214
74,Salida en largo,2026-05-13 12:25,Scripted Exit All,7461.5,1,371637.5,1437.5,0.39,1550,0.42,-1687.5,-0.45,23300,233.00,37
74,Entrada en largo,2026-05-13 09:20,Scripted Long,7432.75,1,371637.5,1437.5,0.39,1550,0.42,-1687.5,-0.45,23300,233.00,37
75,Salida en corto,2026-05-15 02:25,Scripted Exit All,7465,1,373975,725,0.19,812.5,0.22,-3025,-0.81,24025,240.25,257
75,Entrada en corto,2026-05-14 04:00,Scripted Short,7479.5,1,373975,725,0.19,812.5,0.22,-3025,-0.81,24025,240.25,257
76,Salida en largo,2026-05-18 08:55,Scripted Exit All,7448.75,1,371375,1062.5,0.29,1287.5,0.35,-2625,-0.71,25087.5,250.88,178
76,Entrada en largo,2026-05-17 18:05,Scripted Long,7427.5,1,371375,1062.5,0.29,1287.5,0.35,-2625,-0.71,25087.5,250.88,178
77,Salida en corto,2026-05-18 14:10,Scripted Exit All,7395.75,1,371275,1487.5,0.40,2187.5,0.59,-1437.5,-0.39,26575,265.75,55
77,Entrada en corto,2026-05-18 09:35,Scripted Short,7425.5,1,371275,1487.5,0.40,2187.5,0.59,-1437.5,-0.39,26575,265.75,55
78,Salida en largo,2026-05-19 04:15,Scripted Short,7418.25,1,371212.5,-300,-0.08,437.5,0.12,-1637.5,-0.44,26275,262.75,78
78,Entrada en largo,2026-05-18 21:45,Scripted Long,7424.25,1,371212.5,-300,-0.08,437.5,0.12,-1637.5,-0.44,26275,262.75,78
79,Salida en corto,2026-05-19 05:20,Scripted Exit All,7401.25,1,370912.5,850,0.23,975,0.26,-112.5,-0.03,27125,271.25,13
79,Entrada en corto,2026-05-19 04:15,Scripted Short,7418.25,1,370912.5,850,0.23,975,0.26,-112.5,-0.03,27125,271.25,13
80,Salida en largo,2026-05-19 13:25,Scripted Exit All,7414.25,1,369900,812.5,0.22,862.5,0.23,-2187.5,-0.59,27937.5,279.38,89
80,Entrada en largo,2026-05-19 06:00,Scripted Long,7398,1,369900,812.5,0.22,862.5,0.23,-2187.5,-0.59,27937.5,279.38,89
81,Salida en corto,2026-05-19 14:45,Scripted Exit All,7397,1,370325,475,0.13,625,0.17,-262.5,-0.07,28412.5,284.13,11
81,Entrada en corto,2026-05-19 13:50,Scripted Short,7406.5,1,370325,475,0.13,625,0.17,-262.5,-0.07,28412.5,284.13,11
82,Salida en largo,2026-05-20 02:30,Scripted Exit All,7388,1,369087.5,312.5,0.08,387.5,0.10,-1287.5,-0.35,28725,287.25,55
82,Entrada en largo,2026-05-19 21:55,Scripted Long,7381.75,1,369087.5,312.5,0.08,387.5,0.10,-1287.5,-0.35,28725,287.25,55
83,Salida en largo,2026-05-21 04:15,Scripted Exit All,7461,1,371900,1150,0.31,1162.5,0.31,-25,-0.01,29875,298.75,5
83,Entrada en largo,2026-05-21 03:50,Scripted Long,7438,1,371900,1150,0.31,1162.5,0.31,-25,-0.01,29875,298.75,5
84,Salida en corto,2026-05-21 06:40,Scripted Exit All,7420.5,1,372700,1675,0.45,1687.5,0.45,-250,-0.07,31550,315.50,11
84,Entrada en corto,2026-05-21 05:45,Scripted Short,7454,1,372700,1675,0.45,1687.5,0.45,-250,-0.07,31550,315.50,11
85,Salida en largo,2026-05-21 13:50,Scripted Exit All,7475.75,1,371662.5,2125,0.57,2150,0.58,-1237.5,-0.33,33675,336.75,76
85,Entrada en largo,2026-05-21 07:30,Scripted Long,7433.25,1,371662.5,2125,0.57,2150,0.58,-1237.5,-0.33,33675,336.75,76
86,Salida en corto,2026-05-22 16:40,Scripted Exit All,7488,1,374812.5,412.5,0.11,875,0.23,-1387.5,-0.37,34087.5,340.88,79
86,Entrada en corto,2026-05-22 10:05,Scripted Short,7496.25,1,374812.5,412.5,0.11,875,0.23,-1387.5,-0.37,34087.5,340.88,79
87,Salida en corto,2026-05-26 09:35,Scripted Exit All,7528.25,1,377125,712.5,0.19,762.5,0.20,-300,-0.08,34800,348.00,31
87,Entrada en corto,2026-05-26 07:00,Scripted Short,7542.5,1,377125,712.5,0.19,762.5,0.20,-300,-0.08,34800,348.00,31
88,Salida en largo,2026-05-26 10:45,Scripted Exit All,7554.25,1,377000,712.5,0.19,762.5,0.20,-525,-0.14,35512.5,355.13,12
88,Entrada en largo,2026-05-26 09:45,Scripted Long,7540,1,377000,712.5,0.19,762.5,0.20,-525,-0.14,35512.5,355.13,12
89,Salida en corto,2026-05-26 11:50,Scripted Exit All,7524.25,1,377075,862.5,0.23,925,0.25,-100,-0.03,36375,363.75,9
89,Entrada en corto,2026-05-26 11:05,Scripted Short,7541.5,1,377075,862.5,0.23,925,0.25,-100,-0.03,36375,363.75,9
90,Salida en largo,2026-05-26 16:00,Scripted Exit All,7539.25,1,376550,412.5,0.11,575,0.15,-637.5,-0.17,36787.5,367.88,42
90,Entrada en largo,2026-05-26 12:30,Scripted Long,7531,1,376550,412.5,0.11,575,0.15,-637.5,-0.17,36787.5,367.88,42
91,Salida en largo,2026-05-27 16:40,Scripted Exit All,7549,1,377287.5,162.5,0.04,175,0.05,-1537.5,-0.41,36950,369.50,79
91,Entrada en largo,2026-05-27 10:05,Scripted Long,7545.75,1,377287.5,162.5,0.04,175,0.05,-1537.5,-0.41,36950,369.50,79
92,Salida en largo,2026-05-28 08:45,Scripted Exit All,7535.5,1,376225,550,0.15,575,0.15,-200,-0.05,37500,375.00,12
92,Entrada en largo,2026-05-28 07:45,Scripted Long,7524.5,1,376225,550,0.15,575,0.15,-200,-0.05,37500,375.00,12
93,Salida en corto,2026-05-28 22:10,Scripted Long,7580.5,1,376500,-2525,-0.67,237.5,0.06,-3125,-0.83,34975,349.75,139
93,Entrada en corto,2026-05-28 09:35,Scripted Short,7530,1,376500,-2525,-0.67,237.5,0.06,-3125,-0.83,34975,349.75,139
94,Salida en largo,2026-05-29 00:25,Scripted Exit All,7584,1,379025,175,0.05,200,0.05,-312.5,-0.08,35150,351.50,27
94,Entrada en largo,2026-05-28 22:10,Scripted Long,7580.5,1,379025,175,0.05,200,0.05,-312.5,-0.08,35150,351.50,27
95,Salida en corto,2026-06-01 04:55,Scripted Long,7612.25,1,379225,-1387.5,-0.37,350,0.09,-1800,-0.47,33762.5,337.63,315
95,Entrada en corto,2026-05-29 01:40,Scripted Short,7584.5,1,379225,-1387.5,-0.37,350,0.09,-1800,-0.47,33762.5,337.63,315
96,Salida en largo,2026-06-01 06:40,Scripted Exit All,7616.75,1,380612.5,225,0.06,275,0.07,-162.5,-0.04,33987.5,339.88,21
96,Entrada en largo,2026-06-01 04:55,Scripted Long,7612.25,1,380612.5,225,0.06,275,0.07,-162.5,-0.04,33987.5,339.88,21
97,Salida en corto,2026-06-01 09:05,Scripted Exit All,7606.5,1,380750,425,0.11,500,0.13,-37.5,-0.01,34412.5,344.13,14
97,Entrada en corto,2026-06-01 07:55,Scripted Short,7615,1,380750,425,0.11,500,0.13,-37.5,-0.01,34412.5,344.13,14
98,Salida en largo,2026-06-02 02:25,Scripted Exit All,7597.75,1,379775,112.5,0.03,175,0.05,-950,-0.25,34525,345.25,89
98,Entrada en largo,2026-06-01 19:00,Scripted Long,7595.5,1,379775,112.5,0.03,175,0.05,-950,-0.25,34525,345.25,89
99,Salida en largo,2026-06-02 10:45,Scripted Exit All,7616.75,1,380025,812.5,0.21,837.5,0.22,-650,-0.17,35337.5,353.38,38
99,Entrada en largo,2026-06-02 07:35,Scripted Long,7600.5,1,380025,812.5,0.21,837.5,0.22,-650,-0.17,35337.5,353.38,38
100,Salida en corto,2026-06-02 19:10,Scripted Exit All,7616.25,1,381162.5,350,0.09,362.5,0.10,-187.5,-0.05,35687.5,356.88,13
100,Entrada en corto,2026-06-02 18:05,Scripted Short,7623.25,1,381162.5,350,0.09,362.5,0.10,-187.5,-0.05,35687.5,356.88,13
101,Salida en largo,2026-06-02 20:55,Scripted Exit All,7625.5,1,380812.5,462.5,0.12,537.5,0.14,-37.5,-0.01,36150,361.50,15
101,Entrada en largo,2026-06-02 19:40,Scripted Long,7616.25,1,380812.5,462.5,0.12,537.5,0.14,-37.5,-0.01,36150,361.50,15
102,Salida en corto,2026-06-03 02:10,Scripted Exit All,7618.75,1,381125,187.5,0.05,250,0.07,-100,-0.03,36337.5,363.38,15
102,Entrada en corto,2026-06-03 00:55,Scripted Short,7622.5,1,381125,187.5,0.05,250,0.07,-100,-0.03,36337.5,363.38,15
103,Salida en corto,2026-06-03 16:15,Scripted Exit All,7567.25,1,378887.5,525,0.14,587.5,0.16,-250,-0.07,36862.5,368.63,14
103,Entrada en corto,2026-06-03 15:05,Scripted Short,7577.75,1,378887.5,525,0.14,587.5,0.16,-250,-0.07,36862.5,368.63,14
104,Salida en largo,2026-06-04 10:25,Scripted Exit All,7569.5,1,377200,1275,0.34,1275,0.34,-975,-0.26,38137.5,381.38,58
104,Entrada en largo,2026-06-04 05:35,Scripted Long,7544,1,377200,1275,0.34,1275,0.34,-975,-0.26,38137.5,381.38,58
105,Salida en largo,2026-06-05 06:55,Scripted Short,7569.25,1,379300,-837.5,-0.22,37.5,0.01,-1962.5,-0.52,37300,373.00,143
105,Entrada en largo,2026-06-04 19:00,Scripted Long,7586,1,379300,-837.5,-0.22,37.5,0.01,-1962.5,-0.52,37300,373.00,143
106,Salida en corto,2026-06-05 08:05,Scripted Exit All,7561,1,378462.5,412.5,0.11,487.5,0.13,-87.5,-0.02,37712.5,377.13,14
106,Entrada en corto,2026-06-05 06:55,Scripted Short,7569.25,1,378462.5,412.5,0.11,487.5,0.13,-87.5,-0.02,37712.5,377.13,14
107,Salida en largo,2026-06-07 21:30,Scripted Short,7393,1,378087.5,-8437.5,-2.23,12.5,0.00,-10312.5,-2.73,29275,292.75,140
107,Entrada en largo,2026-06-05 08:50,Scripted Long,7561.75,1,378087.5,-8437.5,-2.23,12.5,0.00,-10312.5,-2.73,29275,292.75,140
108,Salida en corto,2026-06-08 13:30,Scripted Long,7442.5,1,369650,-2475,-0.67,437.5,0.12,-4187.5,-1.13,26800,268.00,192
108,Entrada en corto,2026-06-07 21:30,Scripted Short,7393,1,369650,-2475,-0.67,437.5,0.12,-4187.5,-1.13,26800,268.00,192
109,Salida en largo,2026-06-09 05:30,Scripted Exit All,7449.5,1,372125,350,0.09,412.5,0.11,-2612.5,-0.70,27150,271.50,180
109,Entrada en largo,2026-06-08 13:30,Scripted Long,7442.5,1,372125,350,0.09,412.5,0.11,-2612.5,-0.70,27150,271.50,180
110,Salida en corto,2026-06-09 10:45,Scripted Exit All,7407.75,1,373262.5,2875,0.77,2987.5,0.80,-350,-0.09,30025,300.25,9
110,Entrada en corto,2026-06-09 10:00,Scripted Short,7465.25,1,373262.5,2875,0.77,2987.5,0.80,-350,-0.09,30025,300.25,9
111,Salida en largo,2026-06-10 09:50,Scripted Exit All,7386.75,1,368337.5,1000,0.27,1187.5,0.32,-3062.5,-0.83,31025,310.25,100
111,Entrada en largo,2026-06-10 01:30,Scripted Long,7366.75,1,368337.5,1000,0.27,1187.5,0.32,-3062.5,-0.83,31025,310.25,100
112,Salida en corto,2026-06-10 22:35,Scripted Exit All,7276.25,1,364700,887.5,0.24,1062.5,0.29,-150,-0.04,31912.5,319.13,9
112,Entrada en corto,2026-06-10 21:50,Scripted Short,7294,1,364700,887.5,0.24,1062.5,0.29,-150,-0.04,31912.5,319.13,9
113,Salida en largo,2026-06-11 15:20,Scripted Exit All,7393.75,1,366412.5,3275,0.89,3312.5,0.90,-3262.5,-0.89,35187.5,351.88,93
