Trade number,Tipo,Fecha y hora,Señal,Precio USD,Tamaño (cant.),Tamaño de la posición (valor),PyG netas USD,Rentabilidad %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %,Duración (barras)
87,Salida en largo,2026-06-09 00:50,Scripted Exit All,1.15515,1,144281.25,112.5,0.08,112.5,0.08,-6.25,0.00,4131.25,41.31,8
87,Entrada en largo,2026-06-09 00:10,Scripted Long,1.15425,1,144281.25,112.5,0.08,112.5,0.08,-6.25,0.00,4131.25,41.31,8
88,Salida en largo,2026-06-09 05:50,Scripted Exit All,1.15635,1,144412.5,131.25,0.09,137.5,0.10,-18.75,-0.01,4262.5,42.63,11
88,Entrada en largo,2026-06-09 04:55,Scripted Long,1.1553,1,144412.5,131.25,0.09,137.5,0.10,-18.75,-0.01,4262.5,42.63,11
89,Salida en corto,2026-06-10 03:20,Scripted Long,1.15605,1,144218.75,-287.5,-0.20,18.75,0.01,-293.75,-0.20,3975,39.75,79
89,Entrada en corto,2026-06-09 20:45,Scripted Short,1.15375,1,144218.75,-287.5,-0.20,18.75,0.01,-293.75,-0.20,3975,39.75,79
90,Salida en largo,2026-06-10 09:50,Scripted Exit All,1.1575,1,144506.25,181.25,0.13,193.75,0.13,-281.25,-0.19,4156.25,41.56,78
90,Entrada en largo,2026-06-10 03:20,Scripted Long,1.15605,1,144506.25,181.25,0.13,193.75,0.13,-281.25,-0.19,4156.25,41.56,78
91,Salida en corto,2026-06-11 12:00,Scripted Exit All,1.1516,1,144193.75,243.75,0.17,256.25,0.18,-112.5,-0.08,4400,44.00,45
91,Entrada en corto,2026-06-11 08:15,Scripted Short,1.15355,1,144193.75,243.75,0.17,256.25,0.18,-112.5,-0.08,4400,44.00,45
92,Salida en largo,2026-06-15 01:15,Scripted Exit All,1.1662,1,145331.25,443.75,0.31,475,0.33,-300,-0.21,4843.75,48.44,239
92,Entrada en largo,2026-06-12 04:20,Scripted Long,1.16265,1,145331.25,443.75,0.31,475,0.33,-300,-0.21,4843.75,48.44,239
93,Salida en largo,2026-06-16 00:05,Scripted Short,1.1626,1,145656.25,-331.25,-0.23,131.25,0.09,-350,-0.24,4512.5,45.13,209
93,Entrada en largo,2026-06-15 05:40,Scripted Long,1.16525,1,145656.25,-331.25,-0.23,131.25,0.09,-350,-0.24,4512.5,45.13,209
94,Salida en corto,2026-06-16 01:15,Scripted Exit All,1.16195,1,145325,81.25,0.06,100,0.07,0,0.00,4593.75,45.94,14
94,Entrada en corto,2026-06-16 00:05,Scripted Short,1.1626,1,145325,81.25,0.06,100,0.07,0,0.00,4593.75,45.94,14
95,Salida en largo,2026-06-18 21:40,Scripted Short,1.1499,1,145612.5,-1875,-1.29,156.25,0.11,-1962.5,-1.35,2718.75,27.19,725
95,Entrada en largo,2026-06-16 06:15,Scripted Long,1.1649,1,145612.5,-1875,-1.29,156.25,0.11,-1962.5,-1.35,2718.75,27.19,725
96,Salida en corto,2026-06-18 22:20,Scripted Exit All,1.14935,1,143737.5,68.75,0.05,87.5,0.06,-6.25,0.00,2787.5,27.88,8
96,Entrada en corto,2026-06-18 21:40,Scripted Short,1.1499,1,143737.5,68.75,0.05,87.5,0.06,-6.25,0.00,2787.5,27.88,8
97,Salida en largo,2026-06-23 10:00,Scripted Short,1.14295,1,143806.25,-937.5,-0.65,150,0.10,-1031.25,-0.72,1850,18.50,539
97,Entrada en largo,2026-06-19 07:05,Scripted Long,1.15045,1,143806.25,-937.5,-0.65,150,0.10,-1031.25,-0.72,1850,18.50,539
98,Salida en corto,2026-06-23 10:35,Scripted Exit All,1.14185,1,142868.75,137.5,0.10,212.5,0.15,-18.75,-0.01,1987.5,19.88,7
98,Entrada en corto,2026-06-23 10:00,Scripted Short,1.14295,1,142868.75,137.5,0.10,212.5,0.15,-18.75,-0.01,1987.5,19.88,7
99,Salida en corto,2026-06-23 21:20,Scripted Exit All,1.14125,1,142725,68.75,0.05,93.75,0.07,-43.75,-0.03,2056.25,20.56,16
99,Entrada en corto,2026-06-23 20:00,Scripted Short,1.1418,1,142725,68.75,0.05,93.75,0.07,-43.75,-0.03,2056.25,20.56,16
100,Salida en largo,2026-06-24 21:20,Scripted Exit All,1.1404,1,142468.75,81.25,0.06,87.5,0.06,-150,-0.11,2137.5,21.38,63
100,Entrada en largo,2026-06-24 15:05,Scripted Long,1.13975,1,142468.75,81.25,0.06,87.5,0.06,-150,-0.11,2137.5,21.38,63
101,Salida en corto,2026-06-26 03:35,Scripted Long,1.14175,1,142475,-243.75,-0.17,81.25,0.06,-268.75,-0.19,1893.75,18.94,72
101,Entrada en corto,2026-06-25 21:35,Scripted Short,1.1398,1,142475,-243.75,-0.17,81.25,0.06,-268.75,-0.19,1893.75,18.94,72
102,Salida en largo,2026-06-26 04:20,Scripted Exit All,1.14345,1,142718.75,212.5,0.15,250,0.18,0,0.00,2106.25,21.06,9
102,Entrada en largo,2026-06-26 03:35,Scripted Long,1.14175,1,142718.75,212.5,0.15,250,0.18,0,0.00,2106.25,21.06,9
103,Salida en largo,2026-06-29 10:35,Scripted Exit All,1.1455,1,143075,112.5,0.08,137.5,0.10,-112.5,-0.08,2218.75,22.19,31
103,Entrada en largo,2026-06-29 08:00,Scripted Long,1.1446,1,143075,112.5,0.08,137.5,0.10,-112.5,-0.08,2218.75,22.19,31
104,Salida en largo,2026-06-30 22:35,Scripted Short,1.1439,1,143287.5,-300,-0.21,118.75,0.08,-556.25,-0.39,1918.75,19.19,345
104,Entrada en largo,2026-06-29 15:50,Scripted Long,1.1463,1,143287.5,-300,-0.21,118.75,0.08,-556.25,-0.39,1918.75,19.19,345
105,Salida en corto,2026-07-01 03:25,Scripted Exit All,1.143,1,142987.5,112.5,0.08,118.75,0.08,-100,-0.07,2031.25,20.31,58
105,Entrada en corto,2026-06-30 22:35,Scripted Short,1.1439,1,142987.5,112.5,0.08,118.75,0.08,-100,-0.07,2031.25,20.31,58
106,Salida en corto,2026-07-02 07:20,Scripted Long,1.14485,1,142650,-456.25,-0.32,43.75,0.03,-543.75,-0.38,1575,15.75,132
106,Entrada en corto,2026-07-01 20:20,Scripted Short,1.1412,1,142650,-456.25,-0.32,43.75,0.03,-543.75,-0.38,1575,15.75,132
107,Salida en largo,2026-07-02 21:25,Scripted Exit All,1.1477,1,143106.25,356.25,0.25,725,0.51,-237.5,-0.17,1931.25,19.31,157
107,Entrada en largo,2026-07-02 07:20,Scripted Long,1.14485,1,143106.25,356.25,0.25,725,0.51,-237.5,-0.17,1931.25,19.31,157
108,Salida en corto,2026-07-07 18:20,Scripted Exit All,1.1439,1,143081.25,93.75,0.07,106.25,0.07,-425,-0.30,2025,20.25,379
108,Entrada en corto,2026-07-06 08:45,Scripted Short,1.14465,1,143081.25,93.75,0.07,106.25,0.07,-425,-0.30,2025,20.25,379
109,Salida en corto,2026-07-09 01:15,Scripted Long,1.14625,1,142975,-306.25,-0.21,187.5,0.13,-337.5,-0.24,1718.75,17.19,323
109,Entrada en corto,2026-07-07 21:20,Scripted Short,1.1438,1,142975,-306.25,-0.21,187.5,0.13,-337.5,-0.24,1718.75,17.19,323
110,Salida en largo,2026-07-09 02:30,Scripted Exit All,1.1477,1,143281.25,181.25,0.13,193.75,0.14,-43.75,-0.03,1900,19.00,15
110,Entrada en largo,2026-07-09 01:15,Scripted Long,1.14625,1,143281.25,181.25,0.13,193.75,0.14,-43.75,-0.03,1900,19.00,15
111,Salida en largo,2026-07-09 22:00,Scripted Exit All,1.1477,1,143381.25,81.25,0.06,112.5,0.08,-181.25,-0.13,1981.25,19.81,90
111,Entrada en largo,2026-07-09 13:30,Scripted Long,1.14705,1,143381.25,81.25,0.06,112.5,0.08,-181.25,-0.13,1981.25,19.81,90
112,Salida en corto,2026-07-10 04:30,Scripted Exit All,1.14635,1,143375,81.25,0.06,106.25,0.07,-31.25,-0.02,2062.5,20.63,21
112,Entrada en corto,2026-07-10 02:45,Scripted Short,1.147,1,143375,81.25,0.06,106.25,0.07,-31.25,-0.02,2062.5,20.63,21
113,Salida en corto,2026-07-10 13:35,Scripted Exit All,1.1453,1,143200,37.5,0.03,187.5,0.13,-193.75,-0.14,2100,21.00,60
113,Entrada en corto,2026-07-10 08:35,Scripted Short,1.1456,1,143200,37.5,0.03,187.5,0.13,-193.75,-0.14,2100,21.00,60
114,Salida en corto,2026-07-13 02:30,Scripted Long,1.14335,1,142818.75,-100,-0.07,150,0.11,-168.75,-0.12,2000,20.00,70
114,Entrada en corto,2026-07-12 20:40,Scripted Short,1.14255,1,142818.75,-100,-0.07,150,0.11,-168.75,-0.12,2000,20.00,70
115,Salida en largo,2026-07-13 03:35,Scripted Exit All,1.144,1,142918.75,81.25,0.06,87.5,0.06,-43.75,-0.03,2081.25,20.81,13
115,Entrada en largo,2026-07-13 02:30,Scripted Long,1.14335,1,142918.75,81.25,0.06,87.5,0.06,-43.75,-0.03,2081.25,20.81,13
116,Salida en largo,2026-07-13 20:20,Scripted Short,1.14085,1,143300,-693.75,-0.48,37.5,0.03,-712.5,-0.50,1387.5,13.88,149
116,Entrada en largo,2026-07-13 06:55,Scripted Long,1.1464,1,143300,-693.75,-0.48,37.5,0.03,-712.5,-0.50,1387.5,13.88,149
117,Salida en corto,2026-07-15 01:40,Scripted Long,1.1468,1,142606.25,-743.75,-0.52,18.75,0.01,-1056.25,-0.74,643.75,6.44,340
117,Entrada en corto,2026-07-13 20:20,Scripted Short,1.14085,1,142606.25,-743.75,-0.52,18.75,0.01,-1056.25,-0.74,643.75,6.44,340
118,Salida en largo,2026-07-15 07:55,Scripted Short,1.14405,1,143350,-343.75,-0.24,56.25,0.04,-368.75,-0.26,300,3.00,75
118,Entrada en largo,2026-07-15 01:40,Scripted Long,1.1468,1,143350,-343.75,-0.24,56.25,0.04,-368.75,-0.26,300,3.00,75
119,Salida en corto,2026-07-16 02:15,Scripted Long,1.14955,1,143006.25,-687.5,-0.48,75,0.05,-881.25,-0.62,-387.5,-3.87,208
119,Entrada en corto,2026-07-15 07:55,Scripted Short,1.14405,1,143006.25,-687.5,-0.48,75,0.05,-881.25,-0.62,-387.5,-3.87,208
120,Salida en largo,2026-07-16 08:35,Scripted Short,1.14855,1,143693.75,-125,-0.09,100,0.07,-156.25,-0.11,-512.5,-5.12,76
120,Entrada en largo,2026-07-16 02:15,Scripted Long,1.14955,1,143693.75,-125,-0.09,100,0.07,-156.25,-0.11,-512.5,-5.12,76
121,Salida en corto,2026-07-16 10:15,Scripted Exit All,1.1475,1,143568.75,131.25,0.09,181.25,0.13,-6.25,0.00,-381.25,-3.81,20
121,Entrada en corto,2026-07-16 08:35,Scripted Short,1.14855,1,143568.75,131.25,0.09,181.25,0.13,-6.25,0.00,-381.25,-3.81,20
122,Salida en corto,2026-07-17 16:55,Apertura,1.1466,1,143281.25,-43.75,-0.03,37.5,0.03,-81.25,-0.06,-425,-4.25,45
122,Entrada en corto,2026-07-17 13:10,Scripted Short,1.14625,1,143281.25,-43.75,-0.03,37.5,0.03,-81.25,-0.06,-425,-4.25,45
